# 4x4x3 supercell for harmonic, 4x4x3 supercell for cubic ifcs
# 53x53x33 k points for kappa
# cubic ifcs up to 15NN shell trained with ordinary least squares by 200 configurations.
# Temperature = 300 K
"Frequency (THz)" "kappa spec xx (W/mK/THz)" "kappa spec yy (W/mK/THz)" "kappa spec zz (W/mK/THz)" "cumulative kappa xx (W/mK)" "cumulative kappa yy (W/mK)" "cumulative kappa zz (W/mK)"
11.60197 5.25554 5.25554 5.36248 263.52310 263.52311 246.86360
11.63195 5.17922 5.17922 5.32011 263.67837 263.67837 247.02310
11.66193 5.11407 5.11407 5.22365 263.83169 263.83169 247.17970
11.69191 5.02574 5.02574 5.12901 263.98236 263.98236 247.33346
11.72189 4.94789 4.94789 5.02744 264.13069 264.13069 247.48418
11.75186 4.87701 4.87701 4.93865 264.27690 264.27690 247.63224
11.78184 4.84078 4.84078 4.87537 264.42202 264.42202 247.77840
11.81182 4.79662 4.79662 4.82744 264.56582 264.56582 247.92312
11.84180 4.72373 4.72373 4.73518 264.70744 264.70744 248.06508
11.87178 4.66519 4.66519 4.67740 264.84729 264.84730 248.20530
11.90176 4.62463 4.62463 4.56299 264.98594 264.98594 248.34210
11.93174 4.59558 4.59558 4.46325 265.12371 265.12371 248.47590
11.96172 4.56109 4.56109 4.35665 265.26045 265.26045 248.60651
11.99170 4.55622 4.55622 4.25301 265.39704 265.39704 248.73401
12.02168 4.52056 4.52056 4.15571 265.53256 265.53256 248.85860
12.05166 4.44007 4.44007 4.08096 265.66567 265.66567 248.98094
12.08164 4.33920 4.33920 3.96584 265.79576 265.79576 249.09984
12.11162 4.28006 4.28006 3.90530 265.92407 265.92407 249.21691
12.14159 4.21161 4.21161 3.80984 266.05033 266.05033 249.33113
12.17157 4.12305 4.12305 3.70810 266.17394 266.17394 249.44230
12.20155 4.02735 4.02735 3.61076 266.29468 266.29468 249.55054
12.23153 3.96975 3.96975 3.53485 266.41369 266.41369 249.65652
12.26151 3.90427 3.90427 3.44462 266.53073 266.53073 249.75978
12.29149 3.81260 3.81260 3.33594 266.64503 266.64503 249.85979
12.32147 3.72187 3.72187 3.23794 266.75661 266.75661 249.95686
12.35145 3.66737 3.66737 3.15035 266.86656 266.86656 250.05131
12.38143 3.54759 3.54759 3.06505 266.97291 266.97291 250.14320
12.41141 3.49425 3.49425 2.99400 267.07766 267.07767 250.23295
12.44139 3.41443 3.41443 2.92896 267.18003 267.18003 250.32076
12.47137 3.41603 3.41603 2.87766 267.28244 267.28244 250.40703
12.50135 3.28924 3.28924 2.83563 267.38105 267.38105 250.49204
12.53132 3.23090 3.23090 2.80027 267.47791 267.47791 250.57599
12.56130 3.21813 3.21813 2.77732 267.57438 267.57438 250.65925
12.59128 3.20472 3.20472 2.75961 267.67046 267.67046 250.74198
12.62126 3.19941 3.19941 2.73282 267.76637 267.76638 250.82391
12.65124 3.19004 3.19004 2.73619 267.86201 267.86201 250.90594
12.68122 3.17393 3.17393 2.73976 267.95716 267.95716 250.98808
12.71120 3.16092 3.16092 2.74513 268.05192 268.05192 251.07037
12.74118 3.15351 3.15351 2.75230 268.14646 268.14646 251.15289
12.77116 3.14851 3.14851 2.76081 268.24085 268.24085 251.23565
12.80114 3.14524 3.14524 2.77012 268.33514 268.33515 251.31870
12.83112 3.14274 3.14274 2.78046 268.42936 268.42936 251.40206
12.86110 3.14127 3.14127 2.79146 268.52353 268.52354 251.48574
12.89108 3.14074 3.14074 2.80287 268.61769 268.61769 251.56977
12.92105 3.13944 3.13944 2.81491 268.71181 268.71181 251.65416
12.95103 3.14044 3.14044 2.84567 268.80596 268.80596 251.73947
12.98101 3.14291 3.14291 2.86575 268.90018 268.90018 251.82538
13.01099 3.14698 3.14698 2.88420 268.99452 268.99453 251.91185
13.04097 3.15365 3.15365 2.90111 269.08907 269.08907 251.99882
13.07095 3.16032 3.16032 2.91782 269.18381 269.18381 252.08630
13.10093 3.16609 3.16609 2.93350 269.27873 269.27873 252.17424
13.13091 3.17360 3.17360 2.94907 269.37387 269.37387 252.26265
13.16089 3.18334 3.18334 2.96278 269.46930 269.46931 252.35147
13.19087 3.19628 3.19628 2.97676 269.56513 269.56513 252.44071
13.22085 3.20655 3.20655 2.99087 269.66126 269.66126 252.53038
13.25083 3.21919 3.21919 3.00535 269.75777 269.75777 252.62048
13.28081 3.23617 3.23617 3.02052 269.85478 269.85479 252.71103
13.31079 3.25845 3.25845 3.05335 269.95247 269.95247 252.80257
13.34076 3.28070 3.28070 3.07693 270.05082 270.05082 252.89481
13.37074 3.30202 3.30202 3.09671 270.14981 270.14982 252.98765
13.40072 3.32243 3.32243 3.11422 270.24942 270.24942 253.08101
13.43070 3.34271 3.34271 3.13017 270.34963 270.34963 253.17485
13.46068 3.36216 3.36216 3.14484 270.45043 270.45043 253.26913
13.49066 3.38034 3.38034 3.15835 270.55177 270.55177 253.36381
13.52064 3.39775 3.39775 3.17113 270.65363 270.65363 253.45888
13.55062 3.41373 3.41373 3.18247 270.75597 270.75597 253.55429
13.58060 3.42780 3.42780 3.19224 270.85873 270.85873 253.64999
13.61058 3.43985 3.43985 3.20101 270.96186 270.96186 253.74595
13.64056 3.45082 3.45082 3.22550 271.06531 271.06531 253.84265
13.67054 3.46049 3.46049 3.23944 271.16905 271.16905 253.93977
13.70052 3.46830 3.46830 3.24958 271.27303 271.27303 254.03719
13.73049 3.47480 3.47480 3.26086 271.37720 271.37720 254.13495
13.76047 3.47784 3.47784 3.27133 271.48146 271.48147 254.23302
13.79045 3.47901 3.47901 3.27477 271.58576 271.58576 254.33119
13.82043 3.47774 3.47774 3.27750 271.69002 271.69002 254.42945
13.85041 3.47454 3.47454 3.27587 271.79419 271.79419 254.52766
13.88039 3.46950 3.46950 3.26869 271.89820 271.89820 254.62565
13.91037 3.46246 3.46246 3.27293 272.00200 272.00200 254.72377
13.94035 3.45522 3.45522 3.27480 272.10559 272.10559 254.82195
13.97033 3.44835 3.44835 3.27060 272.20896 272.20897 254.92000
14.00031 3.44201 3.44201 3.26059 272.31215 272.31216 255.01775
14.03029 3.43378 3.43378 3.24444 272.41510 272.41510 255.11501
14.06027 3.42484 3.42484 3.22700 272.51777 272.51777 255.21176
14.09025 3.41573 3.41573 3.20779 272.62017 272.62017 255.30792
14.12022 3.40622 3.40622 3.18894 272.72229 272.72229 255.40353
14.15020 3.39705 3.39705 3.17703 272.82413 272.82413 255.49877
14.18018 3.39058 3.39058 3.16883 272.92577 272.92578 255.59377
14.21016 3.38571 3.38571 3.15095 273.02728 273.02728 255.68823
14.24014 3.37910 3.37910 3.12803 273.12858 273.12858 255.78201
14.27012 3.37170 3.37170 3.10398 273.22966 273.22966 255.87506
14.30010 3.36509 3.36509 3.07826 273.33054 273.33054 255.96735
14.33008 3.35932 3.35932 3.05595 273.43125 273.43125 256.05896
14.36006 3.35365 3.35365 3.03773 273.53179 273.53179 256.15003
14.39004 3.34988 3.34988 3.01545 273.63222 273.63222 256.24043
14.42002 3.34585 3.34585 2.98677 273.73253 273.73253 256.32997
14.45000 3.33961 3.33961 2.95351 273.83264 273.83265 256.41852
14.47998 3.33374 3.33374 2.92246 273.93259 273.93259 256.50613
14.50995 3.32673 3.32673 2.89180 274.03232 274.03232 256.59283
14.53993 3.31953 3.31953 2.86295 274.13184 274.13184 256.67865
14.56991 3.31456 3.31456 2.83026 274.23121 274.23121 256.76350
14.59989 3.31036 3.31036 2.79854 274.33045 274.33045 256.84740
14.62987 3.31202 3.31202 2.76902 274.42974 274.42974 256.93041
14.65985 3.31269 3.31269 2.74026 274.52905 274.52905 257.01257
14.68983 3.31366 3.31366 2.71141 274.62839 274.62839 257.09385
14.71981 3.31323 3.31323 2.68739 274.72772 274.72772 257.17442
14.74979 3.31202 3.31202 2.66428 274.82701 274.82701 257.25429
14.77977 3.30512 3.30512 2.64216 274.92610 274.92610 257.33350
14.80975 3.29615 3.29615 2.62492 275.02491 275.02492 257.41219
14.83973 3.27957 3.27957 2.60991 275.12323 275.12323 257.49044
14.86971 3.26089 3.26089 2.60033 275.22099 275.22099 257.56839
14.89969 3.24291 3.24291 2.58942 275.31821 275.31821 257.64602
14.92966 3.22426 3.22426 2.57888 275.41487 275.41487 257.72333
14.95964 3.20368 3.20368 2.56644 275.51092 275.51092 257.80027
14.98962 3.18243 3.18243 2.55734 275.60632 275.60633 257.87694
15.01960 3.16152 3.16152 2.54786 275.70110 275.70111 257.95332
15.04958 3.13710 3.13710 2.53519 275.79515 275.79515 258.02933
15.07956 3.11045 3.11045 2.52291 275.88840 275.88840 258.10496
15.10954 3.08133 3.08133 2.51117 275.98078 275.98078 258.18025
15.13952 3.05148 3.05148 2.49826 276.07226 276.07226 258.25514
15.16950 3.02076 3.02076 2.48185 276.16282 276.16282 258.32954
15.19948 2.98933 2.98933 2.46364 276.25244 276.25244 258.40340
15.22946 2.95731 2.95731 2.44409 276.34109 276.34110 258.47668
15.25944 2.92372 2.92372 2.42578 276.42874 276.42875 258.54940
15.28942 2.88706 2.88706 2.40743 276.51530 276.51530 258.62157
15.31939 2.84967 2.84967 2.38789 276.60073 276.60073 258.69316
15.34937 2.80958 2.80958 2.36614 276.68496 276.68496 258.76409
15.37935 2.77005 2.77005 2.34502 276.76800 276.76800 258.83439
15.40933 2.73086 2.73086 2.32351 276.84987 276.84987 258.90405
15.43931 2.69043 2.69043 2.30129 276.93053 276.93053 258.97304
15.46929 2.64640 2.64640 2.27974 277.00986 277.00987 259.04139
15.49927 2.60283 2.60283 2.26053 277.08789 277.08790 259.10916
15.52925 2.55583 2.55583 2.23948 277.16452 277.16452 259.17629
15.55923 2.50387 2.50387 2.21373 277.23958 277.23958 259.24266
15.58921 2.45513 2.45513 2.19032 277.31318 277.31319 259.30832
15.61919 2.40433 2.40433 2.16717 277.38526 277.38527 259.37329
15.64917 2.34949 2.34949 2.13638 277.45570 277.45570 259.43734
15.67915 2.29429 2.29429 2.09782 277.52448 277.52448 259.50023
15.70912 2.24202 2.24202 2.06313 277.59169 277.59170 259.56208
15.73910 2.18981 2.18981 2.02573 277.65734 277.65735 259.62281
15.76908 2.13798 2.13798 1.97894 277.72144 277.72144 259.68214
15.79906 2.08181 2.08181 1.92603 277.78385 277.78385 259.73988
15.82904 2.02820 2.02820 1.88037 277.84465 277.84466 259.79625
15.85902 1.97313 1.97313 1.83310 277.90381 277.90381 259.85121
15.88900 1.91556 1.91556 1.77806 277.96123 277.96124 259.90451
15.91898 1.86115 1.86115 1.72316 278.01703 278.01703 259.95617
15.94896 1.80401 1.80401 1.66865 278.07111 278.07111 260.00620
15.97894 1.74427 1.74427 1.60648 278.12340 278.12341 260.05436
16.00892 1.68527 1.68527 1.54454 278.17393 278.17393 260.10066
16.03890 1.62803 1.62803 1.48436 278.22273 278.22274 260.14516
16.06888 1.56885 1.56885 1.41918 278.26977 278.26977 260.18771
16.09885 1.50798 1.50798 1.34993 278.31498 278.31498 260.22818
16.12883 1.44463 1.44463 1.27755 278.35828 278.35829 260.26648
16.15881 1.38476 1.38476 1.20610 278.39980 278.39980 260.30264
16.18879 1.32552 1.32552 1.13579 278.43954 278.43954 260.33669
16.21877 1.26281 1.26281 1.04682 278.47739 278.47740 260.36807
16.24875 1.19850 1.19850 0.96530 278.51332 278.51333 260.39701
16.27873 1.13512 1.13512 0.89909 278.54735 278.54736 260.42396
16.30871 1.07288 1.07288 0.83791 278.57952 278.57952 260.44908
16.33869 1.00943 1.00943 0.78414 278.60978 278.60978 260.47259
16.36867 0.94352 0.94352 0.72397 278.63807 278.63807 260.49430
16.39865 0.88088 0.88088 0.66746 278.66447 278.66448 260.51431
16.42863 0.82224 0.82224 0.61589 278.68912 278.68913 260.53277
16.45861 0.75752 0.75752 0.56859 278.71183 278.71184 260.54982
16.48859 0.69378 0.69378 0.51539 278.73263 278.73264 260.56527
16.51856 0.63614 0.63614 0.46716 278.75170 278.75171 260.57927
16.54854 0.58157 0.58157 0.42329 278.76914 278.76914 260.59196
16.57852 0.51826 0.51826 0.37933 278.78468 278.78468 260.60333
16.60850 0.46119 0.46119 0.33440 278.79850 278.79850 260.61336
16.63848 0.40808 0.40808 0.29023 278.81074 278.81074 260.62206
16.66846 0.35848 0.35848 0.25688 278.82148 278.82149 260.62976
16.69844 0.30171 0.30171 0.21465 278.83053 278.83053 260.63620
16.72842 0.25438 0.25438 0.17896 278.83815 278.83816 260.64156
16.75840 0.21391 0.21391 0.14880 278.84457 278.84457 260.64602
16.78838 0.16441 0.16441 0.11471 278.84950 278.84950 260.64946
16.81836 0.12455 0.12455 0.08626 278.85323 278.85323 260.65205
16.84834 0.08933 0.08933 0.06034 278.85591 278.85591 260.65386
16.87832 0.05607 0.05607 0.03819 278.85759 278.85759 260.65500
16.90829 0.02989 0.02989 0.01898 278.85849 278.85849 260.65557
16.93827 0.01034 0.01034 0.00500 278.85880 278.85880 260.65572
16.96825 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
16.99823 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.02821 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.05819 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.08817 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.11815 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.14813 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.17811 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.20809 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.23807 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.26805 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.29802 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.32800 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.35798 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.38796 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.41794 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.44792 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.47790 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.50788 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.53786 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.56784 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.59782 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.62780 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.65778 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.68776 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.71773 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.74771 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.77769 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.80767 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.83765 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.86763 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.89761 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.92759 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.95757 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
17.98755 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
18.01753 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
18.04751 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
18.07749 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
18.10746 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
18.13744 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
18.16742 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
18.19740 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
18.22738 0.00000 0.00000 0.00000 278.85880 278.85880 260.65572
18.25736 0.00017 0.00017 0.00210 278.85880 278.85880 260.65578
18.28734 0.00120 0.00120 0.03489 278.85884 278.85884 260.65683
18.31732 0.00270 0.00270 0.06104 278.85892 278.85892 260.65866
18.34730 0.00464 0.00464 0.08399 278.85906 278.85906 260.66118
18.37728 0.00697 0.00697 0.11785 278.85926 278.85927 260.66471
18.40726 0.00961 0.00961 0.12695 278.85955 278.85955 260.66851
18.43724 0.01268 0.01268 0.15191 278.85993 278.85993 260.67307
18.46722 0.01591 0.01591 0.17369 278.86041 278.86041 260.67828
18.49719 0.01948 0.01948 0.18886 278.86099 278.86100 260.68394
18.52717 0.02332 0.02332 0.21098 278.86169 278.86169 260.69026
18.55715 0.02742 0.02742 0.23213 278.86251 278.86252 260.69722
18.58713 0.03182 0.03182 0.24500 278.86347 278.86347 260.70457
18.61711 0.03629 0.03629 0.26485 278.86456 278.86456 260.71251
18.64709 0.04083 0.04083 0.28466 278.86578 278.86578 260.72104
18.67707 0.04556 0.04556 0.29684 278.86715 278.86715 260.72994
18.70705 0.05033 0.05033 0.31392 278.86866 278.86866 260.73935
18.73703 0.05657 0.05657 0.33256 278.87035 278.87035 260.74932
18.76701 0.07252 0.07252 0.36192 278.87253 278.87253 260.76017
18.79699 0.09180 0.09180 0.40041 278.87528 278.87528 260.77218
18.82697 0.11488 0.11488 0.45171 278.87872 278.87872 260.78572
18.85695 0.13833 0.13833 0.50168 278.88287 278.88287 260.80076
18.88692 0.15748 0.15748 0.54011 278.88759 278.88759 260.81695
18.91690 0.17215 0.17215 0.57193 278.89275 278.89275 260.83409
18.94688 0.18119 0.18119 0.59625 278.89818 278.89818 260.85197
18.97686 0.18329 0.18329 0.61182 278.90368 278.90368 260.87031
19.00684 0.18383 0.18383 0.62133 278.90919 278.90919 260.88894
19.03682 0.19087 0.19087 0.63004 278.91491 278.91491 260.90783
19.06680 0.19724 0.19724 0.63294 278.92082 278.92083 260.92680
19.09678 0.20477 0.20477 0.63511 278.92696 278.92696 260.94584
19.12676 0.21185 0.21185 0.63437 278.93331 278.93332 260.96486
19.15674 0.22059 0.22059 0.63294 278.93993 278.93993 260.98383
19.18672 0.22882 0.22882 0.62730 278.94679 278.94679 261.00264
19.21670 0.23997 0.23997 0.62310 278.95398 278.95398 261.02132
19.24668 0.25181 0.25181 0.61459 278.96153 278.96153 261.03975
19.27666 0.26899 0.26899 0.60525 278.96959 278.96960 261.05789
19.30663 0.29504 0.29504 0.58937 278.97844 278.97844 261.07556
19.33661 0.32442 0.32442 0.56789 278.98816 278.98817 261.09259
19.36659 0.34851 0.34851 0.55095 278.99861 278.99861 261.10910
19.39657 0.36916 0.36916 0.53260 279.00968 279.00968 261.12507
19.42655 0.38763 0.38763 0.51389 279.02130 279.02130 261.14047
19.45653 0.40258 0.40258 0.49524 279.03337 279.03337 261.15532
19.48651 0.41719 0.41719 0.47666 279.04588 279.04588 261.16961
19.51649 0.42629 0.42629 0.45542 279.05866 279.05866 261.18327
19.54647 0.43804 0.43804 0.43530 279.07179 279.07179 261.19632
19.57645 0.44171 0.44171 0.41299 279.08503 279.08503 261.20870
19.60643 0.44237 0.44237 0.38917 279.09829 279.09829 261.22036
19.63641 0.44668 0.44668 0.36352 279.11168 279.11169 261.23126
19.66639 0.50118 0.50118 0.34464 279.12671 279.12671 261.24159
19.69636 0.55625 0.55625 0.33176 279.14338 279.14339 261.25154
19.72634 0.59051 0.59051 0.32656 279.16109 279.16109 261.26133
19.75632 0.56649 0.56649 0.30678 279.17807 279.17807 261.27053
19.78630 0.54745 0.54745 0.25938 279.19448 279.19448 261.27830
19.81628 0.50752 0.50752 0.22709 279.20970 279.20970 261.28511
19.84626 0.44564 0.44564 0.17472 279.22306 279.22306 261.29035
19.87624 0.43667 0.43667 0.18429 279.23615 279.23615 261.29587
19.90622 0.54925 0.54925 0.19574 279.25261 279.25262 261.30174
19.93620 0.65592 0.65592 0.22122 279.27228 279.27228 261.30837
19.96618 0.60078 0.60075 0.20674 279.29029 279.29029 261.31457
19.99616 0.57523 0.57523 0.19540 279.30753 279.30754 261.32043
20.02614 0.55652 0.55652 0.17856 279.32422 279.32422 261.32578
20.05612 0.56889 0.56889 0.16858 279.34127 279.34127 261.33084
20.08609 0.60298 0.60298 0.16255 279.35935 279.35935 261.33571
20.11607 0.65369 0.65369 0.15674 279.37895 279.37895 261.34041
20.14605 0.68044 0.68044 0.14367 279.39935 279.39935 261.34471
20.17603 0.67577 0.67577 0.11671 279.41961 279.41961 261.34821
20.20601 0.63861 0.63861 0.07969 279.43875 279.43875 261.35060
20.23599 0.60252 0.60252 0.05190 279.45681 279.45681 261.35216
20.26597 0.58110 0.58110 0.04747 279.47423 279.47424 261.35358
20.29595 0.55845 0.55845 0.04400 279.49098 279.49098 261.35490
20.32593 0.53127 0.53127 0.04113 279.50690 279.50690 261.35613
20.35591 0.50555 0.50555 0.03883 279.52206 279.52206 261.35730
20.38589 0.47690 0.47690 0.03686 279.53636 279.53636 261.35840
20.41587 0.44654 0.44654 0.03529 279.54974 279.54974 261.35946
20.44585 0.41896 0.41896 0.03392 279.56230 279.56230 261.36048
20.47582 0.38947 0.38947 0.03299 279.57398 279.57398 261.36147
20.50580 0.36285 0.36285 0.03212 279.58486 279.58486 261.36243
20.53578 0.33423 0.33423 0.03192 279.59488 279.59488 261.36339
20.56576 0.30965 0.30965 0.03216 279.60416 279.60416 261.36435
20.59574 0.28373 0.28373 0.03306 279.61267 279.61267 261.36534
20.62572 0.25731 0.25731 0.03512 279.62038 279.62038 261.36639
20.65570 0.23103 0.23103 0.04293 279.62731 279.62731 261.36768
20.68568 0.19964 0.19964 0.03609 279.63329 279.63329 261.36876
20.71566 0.17018 0.17018 0.03546 279.63839 279.63839 261.36983
20.74564 0.14170 0.14170 0.03119 279.64264 279.64264 261.37076
20.77562 0.11201 0.11201 0.02548 279.64600 279.64600 261.37153
20.80560 0.09380 0.09380 0.01835 279.64881 279.64881 261.37208
20.83558 0.07062 0.07062 0.00937 279.65093 279.65093 261.37236
20.86556 0.03779 0.03779 0.00330 279.65206 279.65206 261.37246
20.89553 0.00304 0.00304 0.00013 279.65215 279.65215 261.37246
20.92551 0.00070 0.00070 0.00017 279.65217 279.65217 261.37246
20.95549 0.00774 0.00774 0.00107 279.65241 279.65241 261.37250
20.98547 0.01591 0.01591 0.00280 279.65288 279.65288 261.37258
21.01545 0.02592 0.02592 0.00520 279.65366 279.65366 261.37274
21.04543 0.03476 0.03476 0.00854 279.65470 279.65470 261.37299
21.07541 0.04456 0.04456 0.01281 279.65604 279.65604 261.37338
21.10539 0.05364 0.05364 0.01798 279.65765 279.65765 261.37392
21.13537 0.06278 0.06278 0.02382 279.65953 279.65953 261.37463
21.16535 0.07178 0.07178 0.03082 279.66168 279.66168 261.37555
21.19533 0.08059 0.08059 0.03926 279.66410 279.66410 261.37673
21.22531 0.08936 0.08936 0.04820 279.66677 279.66678 261.37818
21.25529 0.09884 0.09884 0.05927 279.66974 279.66974 261.37995
21.28526 0.10894 0.10894 0.07238 279.67300 279.67300 261.38212
21.31524 0.11992 0.11992 0.08669 279.67660 279.67660 261.38472
21.34522 0.13296 0.13296 0.10401 279.68058 279.68059 261.38784
21.37520 0.14764 0.14764 0.12415 279.68501 279.68501 261.39156
21.40518 0.16882 0.16882 0.14770 279.69007 279.69007 261.39599
21.43516 0.19857 0.19857 0.21652 279.69603 279.69603 261.40248
21.46514 0.22996 0.22996 0.31985 279.70292 279.70292 261.41207
21.49512 0.26025 0.26025 0.36062 279.71072 279.71072 261.42288
21.52510 0.29691 0.29691 0.45495 279.71962 279.71962 261.43652
21.55508 0.34040 0.34040 0.54411 279.72983 279.72983 261.45283
21.58506 0.37436 0.37436 0.60489 279.74105 279.74105 261.47097
21.61504 0.39541 0.39541 0.65392 279.75290 279.75291 261.49057
21.64502 0.39854 0.39854 0.70679 279.76485 279.76485 261.51176
21.67499 0.40061 0.40061 0.74448 279.77686 279.77686 261.53408
21.70497 0.41692 0.41692 0.76726 279.78936 279.78936 261.55708
21.73495 0.44648 0.44648 0.79829 279.80275 279.80275 261.58101
21.76493 0.47426 0.47426 0.82304 279.81696 279.81697 261.60569
21.79491 0.50101 0.50101 0.83861 279.83198 279.83198 261.63083
21.82489 0.52690 0.52690 0.84672 279.84778 279.84778 261.65621
21.85487 0.55091 0.55091 0.85609 279.86430 279.86430 261.68188
21.88485 0.57573 0.57573 0.86323 279.88156 279.88156 261.70775
21.91483 0.60128 0.60128 0.86643 279.89958 279.89958 261.73373
21.94481 0.62697 0.62697 0.86637 279.91838 279.91838 261.75970
21.97479 0.65352 0.65352 0.86253 279.93797 279.93797 261.78556
22.00477 0.67573 0.67573 0.85756 279.95823 279.95823 261.81127
22.03475 0.70242 0.70242 0.85349 279.97929 279.97929 261.83686
22.06472 0.72530 0.72530 0.84802 280.00103 280.00103 261.86228
22.09470 0.74782 0.74782 0.84185 280.02345 280.02345 261.88752
22.12468 0.77003 0.77003 0.83428 280.04653 280.04654 261.91253
22.15466 0.79435 0.79435 0.82570 280.07035 280.07035 261.93728
22.18464 0.81336 0.81336 0.81560 280.09473 280.09473 261.96173
22.21462 0.83298 0.83298 0.80616 280.11970 280.11971 261.98590
22.24460 0.84082 0.84082 0.79662 280.14491 280.14491 262.00978
22.27458 0.84662 0.84662 0.78731 280.17029 280.17029 262.03339
22.30456 0.84905 0.84905 0.77757 280.19575 280.19575 262.05670
22.33454 0.84949 0.84949 0.76736 280.22121 280.22121 262.07970
22.36452 0.84685 0.84685 0.75656 280.24660 280.24660 262.10238
22.39450 0.84278 0.84278 0.74575 280.27187 280.27187 262.12474
22.42448 0.83978 0.83978 0.73591 280.29704 280.29704 262.14680
22.45446 0.83531 0.83531 0.72630 280.32209 280.32209 262.16858
22.48443 0.82937 0.82937 0.71670 280.34695 280.34695 262.19006
22.51441 0.82244 0.82244 0.70712 280.37161 280.37161 262.21126
22.54439 0.81450 0.81450 0.69762 280.39602 280.39602 262.23218
22.57437 0.80599 0.80599 0.68851 280.42019 280.42019 262.25282
22.60435 0.79859 0.79859 0.67997 280.44413 280.44413 262.27320
22.63433 0.79058 0.79058 0.67200 280.46783 280.46783 262.29335
22.66431 0.78211 0.78211 0.66416 280.49127 280.49128 262.31326
22.69429 0.77320 0.77320 0.65639 280.51445 280.51446 262.33294
22.72427 0.76386 0.76386 0.64888 280.53735 280.53736 262.35239
22.75425 0.75409 0.75409 0.64184 280.55996 280.55996 262.37163
22.78423 0.74488 0.74488 0.63554 280.58229 280.58229 262.39068
22.81421 0.73644 0.73644 0.62984 280.60437 280.60437 262.40957
22.84419 0.72804 0.72804 0.62480 280.62620 280.62620 262.42830
22.87416 0.71980 0.71980 0.62073 280.64778 280.64778 262.44691
22.90414 0.71169 0.71169 0.61753 280.66911 280.66911 262.46542
22.93412 0.70365 0.70365 0.61523 280.69021 280.69021 262.48386
22.96410 0.69565 0.69565 0.61369 280.71106 280.71106 262.50226
22.99408 0.68811 0.68811 0.61252 280.73169 280.73169 262.52062
23.02406 0.68114 0.68114 0.61159 280.75211 280.75211 262.53896
23.05404 0.67407 0.67407 0.61079 280.77232 280.77232 262.55727
23.08402 0.66686 0.66686 0.60986 280.79231 280.79231 262.57555
23.11400 0.65952 0.65952 0.60875 280.81208 280.81208 262.59380
23.14398 0.65182 0.65182 0.60719 280.83162 280.83162 262.61201
23.17396 0.64365 0.64365 0.60492 280.85092 280.85092 262.63014
23.20394 0.63527 0.63527 0.60228 280.86996 280.86997 262.64820
23.23392 0.62730 0.62730 0.59918 280.88877 280.88877 262.66616
23.26389 0.61913 0.61913 0.59571 280.90733 280.90733 262.68402
23.29387 0.61079 0.61079 0.59204 280.92564 280.92564 262.70177
23.32385 0.60192 0.60192 0.58751 280.94369 280.94369 262.71938
23.35383 0.59264 0.59264 0.58250 280.96146 280.96146 262.73684
