f(THz)          MFP(nm)         kappa(W/m-K)
5.541300E+00    8.857220E+00    9.485472E-04
7.300560E+00    1.578480E+01    1.198046E-03
7.861380E+00    6.374720E-01    7.548816E-06
8.028210E+00    1.513620E+00    3.206962E-05
2.182197E+00    1.472020E+01    4.919520E-04
2.685051E+00    2.653700E+01    1.954752E-03
5.597250E+00    7.160500E+00    7.255488E-04
7.166640E+00    1.770030E+01    1.428082E-03
7.856430E+00    5.545410E-01    5.712384E-06
8.043270E+00    1.482980E+00    2.955850E-05
2.189766E+00    1.492620E+01    5.013744E-04
2.777895E+00    2.562980E+01    1.785744E-03
5.646840E+00    5.627320E+00    5.333232E-04
7.025310E+00    2.026660E+01    1.709198E-03
7.851060E+00    5.029010E-01    4.612099E-06
8.059770E+00    1.445600E+00    2.730898E-05
2.200566E+00    1.511290E+01    5.123712E-04
2.865567E+00    2.405880E+01    1.528032E-03
5.691210E+00    4.526670E+00    3.959352E-04
6.879120E+00    2.145790E+01    1.858579E-03
7.845390E+00    4.697860E-01    3.974467E-06
8.077110E+00    1.402430E+00    2.528501E-05
2.214003E+00    1.522010E+01    5.208912E-04
2.946144E+00    2.242510E+01    1.248984E-03
5.730900E+00    3.478270E+00    2.766034E-04
6.731190E+00    2.062550E+01    1.794826E-03
7.839720E+00    4.797740E-01    3.860611E-06
8.095050E+00    1.352200E+00    2.342323E-05
2.229117E+00    1.532410E+01    5.271984E-04
3.018090E+00    1.963040E+01    9.192528E-04
5.765250E+00    2.892550E+00    2.056310E-04
6.585930E+00    1.259520E+01    1.064486E-03
7.834530E+00    5.216890E-01    4.057229E-06
8.113440E+00    1.333580E+00    2.232720E-05
2.244678E+00    1.565690E+01    5.374800E-04
3.080160E+00    1.691770E+01    6.355824E-04
5.790750E+00    2.445420E+00    1.524293E-04
6.450510E+00    8.075940E+00    6.211920E-04
7.830420E+00    5.195120E-01    3.924403E-06
8.132190E+00    1.307490E+00    2.124797E-05
2.259288E+00    1.611330E+01    5.472576E-04
3.131250E+00    1.414280E+01    4.039776E-04
5.798190E+00    2.072370E+00    1.133659E-04
6.337890E+00    5.108520E+00    3.090816E-04
7.828260E+00    5.254480E-01    3.887568E-06
8.151150E+00    1.263780E+00    1.996373E-05
2.271498E+00    1.635530E+01    5.456592E-04
3.170310E+00    1.100710E+01    2.240376E-04
5.771700E+00    2.014900E+00    1.118117E-04
6.267630E+00    2.531240E+00    9.055536E-05
7.828830E+00    5.313510E-01    3.974232E-06
8.170200E+00    1.214200E+00    1.860197E-05
2.279892E+00    1.673940E+01    5.470128E-04
3.196080E+00    7.934400E+00    1.069872E-04
5.702790E+00    2.432310E+00    1.607928E-04
6.251970E+00    1.780650E+00    4.495939E-05
7.833090E+00    5.523880E-01    4.453488E-06
8.189010E+00    1.146240E+00    1.692091E-05
2.283174E+00    1.721690E+01    5.532432E-04
3.206970E+00    6.120480E+00    6.047808E-05
5.604930E+00    3.077530E+00    2.277283E-04
6.281100E+00    2.982770E+00    1.086691E-04
7.841790E+00    5.247150E-01    4.898976E-06
8.207160E+00    1.060560E+00    1.492656E-05
2.280210E+00    1.793790E+01    2.868480E-04
3.201120E+00    8.504590E+00    5.804688E-05
5.497980E+00    4.138140E+00    1.589717E-04
6.338640E+00    4.492100E+00    1.075229E-04
7.855590E+00    5.944890E-01    3.350712E-06
8.224230E+00    9.594710E-01    6.347976E-06
2.182023E+00    9.444220E+00    1.001273E-04
2.192484E+00    1.164330E+01    1.516512E-04
5.368470E+00    1.095120E+01    6.739800E-04
7.731270E+00    5.001180E+00    1.145990E-04
7.859220E+00    4.731960E-01    2.245346E-06
7.970010E+00    2.347400E+00    3.937344E-05
2.182827E+00    1.420730E+01    4.713710E-04
2.243277E+00    2.000700E+01    9.795072E-04
5.465490E+00    1.143450E+01    1.375147E-03
7.654590E+00    7.822090E+00    4.330042E-04
7.863120E+00    6.001400E-01    6.962544E-06
7.960230E+00    1.853980E+00    5.144928E-05
2.179611E+00    1.408940E+01    4.726051E-04
2.313225E+00    2.454980E+01    1.500581E-03
5.550690E+00    1.030290E+01    1.208261E-03
7.559340E+00    1.039710E+01    6.577152E-04
7.863270E+00    7.059570E-01    9.331296E-06
7.963470E+00    1.600240E+00    3.913656E-05
2.177454E+00    1.402690E+01    4.687397E-04
2.395191E+00    2.793450E+01    1.950480E-03
5.624310E+00    8.660480E+00    9.876864E-04
7.448880E+00    1.302600E+01    9.125376E-04
7.860810E+00    6.818480E-01    8.724432E-06
7.974750E+00    1.506700E+00    3.414250E-05
2.177697E+00    1.396960E+01    4.648526E-04
2.485404E+00    2.891610E+01    2.175979E-03
5.687130E+00    6.652750E+00    7.348272E-04
7.325880E+00    1.577630E+01    1.198824E-03
7.856910E+00    6.120580E-01    6.941760E-06
7.990320E+00    1.454920E+00    3.104453E-05
2.181180E+00    1.407300E+01    4.683610E-04
2.580357E+00    2.812480E+01    2.181682E-03
5.740200E+00    5.936140E+00    6.313776E-04
7.192500E+00    1.797900E+01    1.457654E-03
7.852110E+00    5.393650E-01    5.272128E-06
8.008050E+00    1.432020E+00    2.896968E-05
2.188260E+00    1.429530E+01    4.786267E-04
2.676870E+00    2.680980E+01    2.064902E-03
5.784720E+00    6.430120E+00    6.536160E-04
7.050840E+00    1.940150E+01    1.652827E-03
7.846590E+00    4.770020E-01    4.047331E-06
8.026890E+00    1.414250E+00    2.727408E-05
2.198805E+00    1.450770E+01    4.906992E-04
2.772105E+00    2.660860E+01    1.966195E-03
5.822010E+00    6.037270E+00    5.811120E-04
6.903210E+00    2.060880E+01    1.815533E-03
7.840500E+00    4.462960E-01    3.369154E-06
8.046300E+00    1.393380E+00    2.575805E-05
2.212227E+00    1.447530E+01    4.947072E-04
2.863536E+00    2.463230E+01    1.687886E-03
5.853150E+00    5.293010E+00    4.774080E-04
6.752400E+00    2.080010E+01    1.858906E-03
7.834200E+00    4.741940E-01    3.261312E-06
8.066100E+00    1.378350E+00    2.456194E-05
2.227554E+00    1.451680E+01    4.992144E-04
2.948871E+00    2.367360E+01    1.450651E-03
5.878530E+00    4.513170E+00    3.772522E-04
6.602220E+00    1.369930E+01    1.208117E-03
7.828140E+00    4.531360E-01    2.862768E-06
8.086170E+00    1.369970E+00    2.365862E-05
2.243535E+00    1.487090E+01    5.107632E-04
3.025950E+00    2.160850E+01    1.135210E-03
5.896530E+00    3.887930E+00    2.977282E-04
6.458700E+00    8.778770E+00    7.257600E-04
7.823040E+00    4.382600E-01    2.522126E-06
8.106540E+00    1.345070E+00    2.260642E-05
2.258751E+00    1.533420E+01    5.215248E-04
3.092580E+00    1.942720E+01    8.287920E-04
5.900430E+00    3.165940E+00    2.200109E-04
6.333330E+00    5.368830E+00    3.676411E-04
7.819680E+00    4.089980E-01    2.132366E-06
8.127060E+00    1.319100E+00    2.161982E-05
2.271708E+00    1.564060E+01    5.229696E-04
3.146550E+00    1.624370E+01    5.190576E-04
5.874270E+00    2.613610E+00    1.722763E-04
6.246900E+00    2.663520E+00    1.089754E-04
7.819020E+00    3.945070E-01    1.958683E-06
8.147700E+00    1.280920E+00    2.044858E-05
2.280960E+00    1.600320E+01    5.245440E-04
3.185310E+00    1.161230E+01    2.399995E-04
5.805060E+00    2.616910E+00    1.847227E-04
6.217470E+00    9.725860E-01    1.634093E-05
7.821930E+00    4.247840E-01    2.330885E-06
8.168160E+00    1.230910E+00    1.904218E-05
2.285166E+00    1.646990E+01    2.656488E-04
3.206310E+00    5.923700E+00    2.894400E-05
5.707590E+00    2.759610E+00    1.024193E-04
6.235080E+00    1.579510E+00    1.930075E-05
7.829280E+00    4.992230E-01    1.751474E-06
8.188110E+00    1.162560E+00    8.633712E-06
2.175180E+00    9.137250E+00    9.808968E-05
2.190129E+00    1.199700E+01    1.695816E-04
5.603280E+00    9.937610E+00    5.907576E-04
7.665960E+00    8.622490E+00    2.454672E-04
7.854720E+00    4.062110E-01    1.618649E-06
7.917000E+00    1.564100E+00    2.015549E-05
2.175711E+00    1.335580E+01    4.318637E-04
2.235972E+00    1.917240E+01    9.403824E-04
5.693760E+00    7.651390E+00    8.908224E-04
7.573170E+00    1.106530E+01    7.084176E-04
7.859250E+00    5.634310E-01    6.001248E-06
7.921110E+00    1.354070E+00    2.989214E-05
2.172846E+00    1.359940E+01    4.514837E-04
2.302719E+00    2.339120E+01    1.440850E-03
5.771520E+00    9.213260E+00    1.049722E-03
7.465050E+00    1.349370E+01    9.486144E-04
7.858920E+00    6.423320E-01    7.650432E-06
7.934790E+00    1.368920E+00    2.913576E-05
2.172225E+00    1.365320E+01    4.549507E-04
2.382603E+00    2.634980E+01    1.861085E-03
5.836890E+00    9.670390E+00    1.076659E-03
7.344210E+00    1.581360E+01    1.202794E-03
7.856010E+00    6.110700E-01    6.778368E-06
7.953000E+00    1.357290E+00    2.807472E-05
2.174946E+00    1.373060E+01    4.591464E-04
2.471910E+00    2.815080E+01    2.153165E-03
5.890680E+00    9.316010E+00    1.010722E-03
7.212540E+00    1.777280E+01    1.444128E-03
7.851630E+00    5.468080E-01    5.318400E-06
7.973100E+00    1.341470E+00    2.682149E-05
2.181438E+00    1.391490E+01    4.689773E-04
2.567238E+00    2.820160E+01    2.237496E-03
5.933940E+00    8.431190E+00    8.875056E-04
7.071810E+00    1.998470E+01    1.712755E-03
7.846200E+00    4.832830E-01    4.094650E-06
7.994070E+00    1.359700E+00    2.625278E-05
2.191608E+00    1.393700E+01    4.751146E-04
2.665440E+00    2.682970E+01    2.130197E-03
5.967960E+00    7.441880E+00    7.555632E-04
6.924060E+00    1.998870E+01    1.781866E-03
7.839960E+00    4.561130E-01    3.415738E-06
8.015370E+00    1.327910E+00    2.479944E-05
2.204880E+00    1.415190E+01    4.880016E-04
2.763579E+00    2.712020E+01    2.085230E-03
5.994060E+00    6.574640E+00    6.391680E-04
6.771750E+00    2.029050E+01    1.850227E-03
7.833210E+00    4.768650E-01    3.201005E-06
8.036880E+00    1.317550E+00    2.386934E-05
2.220285E+00    1.425570E+01    4.951680E-04
2.858847E+00    2.562330E+01    1.845955E-03
6.013200E+00    6.045970E+00    5.582784E-04
6.618210E+00    1.455500E+01    1.326566E-03
7.826520E+00    4.531420E-01    2.715590E-06
8.058570E+00    1.353810E+00    2.387352E-05
2.236563E+00    1.435200E+01    4.984512E-04
2.948415E+00    2.418130E+01    1.573402E-03
6.024990E+00    5.494160E+00    4.773115E-04
6.468660E+00    9.577570E+00    8.364528E-04
7.820550E+00    4.138520E-01    2.147534E-06
8.080440E+00    1.361940E+00    2.345002E-05
2.252262E+00    1.481920E+01    5.102352E-04
3.029280E+00    2.278250E+01    1.279195E-03
6.024240E+00    4.768080E+00    3.819437E-04
6.333690E+00    5.901910E+00    4.394218E-04
7.816140E+00    3.593640E-01    1.537382E-06
8.102460E+00    1.361420E+00    2.292662E-05
2.265867E+00    1.511620E+01    5.123136E-04
3.098190E+00    2.077570E+01    9.445440E-04
5.992140E+00    3.808670E+00    2.742888E-04
6.237930E+00    2.667170E+00    1.090186E-04
7.814280E+00    3.018980E-01    1.071067E-06
8.124540E+00    1.335730E+00    2.198414E-05
2.275887E+00    1.543490E+01    2.567232E-04
3.151470E+00    1.707210E+01    2.842560E-04
5.910540E+00    2.809920E+00    1.007779E-04
6.205650E+00    4.483350E-01    1.736897E-06
7.815900E+00    3.178070E-01    6.054912E-07
8.146530E+00    1.282100E+00    1.026965E-05
2.163018E+00    9.157150E+00    1.016813E-04
2.180259E+00    1.248890E+01    1.887420E-04
5.830260E+00    1.160520E+01    6.649032E-04
7.571580E+00    1.237440E+01    4.054056E-04
7.854720E+00    3.713930E-01    1.297073E-06
7.887660E+00    8.905810E-01    7.765800E-06
2.164206E+00    1.305410E+01    4.183152E-04
2.223153E+00    1.859920E+01    9.157152E-04
5.914350E+00    1.190130E+01    1.338331E-03
7.468410E+00    1.442980E+01    1.022702E-03
7.858860E+00    5.511130E-01    5.603088E-06
7.899420E+00    9.473950E-01    1.670890E-05
2.163003E+00    1.346000E+01    4.475654E-04
2.288082E+00    2.240890E+01    1.385789E-03
5.984910E+00    1.128520E+01    1.246094E-03
7.351740E+00    1.630500E+01    1.242274E-03
7.857600E+00    5.947350E-01    6.413712E-06
7.918410E+00    1.145810E+00    2.152594E-05
2.164923E+00    1.353790E+01    4.554346E-04
2.367198E+00    2.456440E+01    1.744973E-03
6.042360E+00    1.006760E+01    1.091198E-03
7.223520E+00    1.794310E+01    1.458667E-03
7.854030E+00    5.561250E-01    5.475648E-06
7.939920E+00    1.214820E+00    2.306150E-05
2.170710E+00    1.355040E+01    4.609464E-04
2.456826E+00    2.711770E+01    2.092872E-03
6.087570E+00    8.799480E+00    9.346320E-04
7.085310E+00    1.985290E+01    1.705963E-03
7.848960E+00    5.050310E-01    4.431288E-06
7.962300E+00    1.241360E+00    2.335834E-05
2.180352E+00    1.371610E+01    4.727630E-04
2.553600E+00    2.782960E+01    2.237755E-03
6.121650E+00    7.874760E+00    8.170176E-04
6.939000E+00    2.041120E+01    1.832784E-03
7.842780E+00    4.596490E-01    3.625066E-06
7.985010E+00    1.266470E+00    2.345400E-05
2.193309E+00    1.402710E+01    4.896576E-04
2.654298E+00    2.680970E+01    2.168506E-03
6.145950E+00    7.322640E+00    7.386240E-04
6.786750E+00    2.029450E+01    1.877213E-03
7.835850E+00    5.017820E-01    3.593280E-06
8.007930E+00    1.297470E+00    2.358720E-05
2.208627E+00    1.420240E+01    4.999488E-04
2.755740E+00    2.737220E+01    2.155459E-03
6.161670E+00    6.863260E+00    6.689760E-04
6.631530E+00    1.712290E+01    1.599658E-03
7.828710E+00    4.881480E-01    3.153869E-06
8.031000E+00    1.334120E+00    2.379715E-05
2.225034E+00    1.423370E+01    5.015760E-04
2.854647E+00    2.624870E+01    1.944787E-03
6.169170E+00    6.336190E+00    5.909472E-04
6.478020E+00    1.034410E+01    9.400656E-04
7.822050E+00    4.542530E-01    2.563762E-06
8.054220E+00    1.382830E+00    2.421101E-05
2.241066E+00    1.431370E+01    5.006880E-04
2.947464E+00    2.437060E+01    1.631875E-03
6.162600E+00    5.795940E+00    4.905840E-04
6.337650E+00    5.893540E+00    4.455984E-04
7.816770E+00    3.945290E-01    1.837152E-06
8.077620E+00    1.397880E+00    2.402568E-05
2.255184E+00    1.473010E+01    2.539512E-04
3.030150E+00    2.315800E+01    6.643464E-04
6.106440E+00    4.415500E+00    1.522634E-04
6.252450E+00    2.072890E+00    3.144696E-05
7.813830E+00    3.201230E-01    5.918952E-07
8.101110E+00    1.381480E+00    1.163923E-05
2.148672E+00    9.200820E+00    1.055678E-04
2.165949E+00    1.264720E+01    1.981234E-04
6.049020E+00    1.203930E+01    6.632136E-04
7.453380E+00    1.547600E+01    5.551296E-04
7.857540E+00    3.381150E-01    1.058945E-06
7.875060E+00    6.433720E-01    3.745992E-06
2.151399E+00    1.286830E+01    4.150195E-04
2.207766E+00    1.878620E+01    9.261408E-04
6.126780E+00    1.047290E+01    1.134686E-03
7.344240E+00    1.680530E+01    1.284778E-03
7.860510E+00    5.520510E-01    5.438352E-06
7.889520E+00    7.907920E-01    1.188907E-05
2.152707E+00    1.328780E+01    4.468464E-04
2.272407E+00    2.168380E+01    1.340227E-03
6.190320E+00    8.891780E+00    9.489840E-04
7.221900E+00    1.812920E+01    1.473869E-03
7.858140E+00    5.577720E-01    5.501184E-06
7.910250E+00    9.634530E-01    1.631011E-05
2.157681E+00    1.330810E+01    4.554677E-04
2.352141E+00    2.405970E+01    1.710571E-03
6.240090E+00    7.734620E+00    8.136912E-04
7.088310E+00    2.012840E+01    1.730410E-03
7.853760E+00    5.181670E-01    4.700966E-06
7.932750E+00    1.147520E+00    2.023944E-05
2.166618E+00    1.356900E+01    4.716336E-04
2.443326E+00    2.609180E+01    2.020805E-03
6.277050E+00    7.796830E+00    8.078544E-04
6.945270E+00    2.205180E+01    1.987373E-03
7.847910E+00    4.901220E-01    4.091894E-06
7.956000E+00    1.190460E+00    2.131536E-05
2.179062E+00    1.387670E+01    4.890864E-04
2.542536E+00    2.723850E+01    2.204933E-03
6.302370E+00    7.881170E+00    8.022576E-04
6.794850E+00    2.350880E+01    2.194906E-03
7.841010E+00    4.719680E-01    3.656976E-06
7.979730E+00    1.255470E+00    2.253168E-05
2.194083E+00    1.413760E+01    5.029920E-04
2.646333E+00    2.673150E+01    2.183016E-03
6.317430E+00    7.747590E+00    7.712304E-04
6.639750E+00    2.039310E+01    1.938806E-03
7.833660E+00    5.222400E-01    3.738624E-06
8.003790E+00    1.313330E+00    2.345227E-05
2.210421E+00    1.424080E+01    5.077488E-04
2.751132E+00    2.747280E+01    2.187374E-03
6.322380E+00    7.501570E+00    7.176576E-04
6.484620E+00    1.021380E+01    9.459984E-04
7.826550E+00    4.998280E-01    3.224021E-06
8.028150E+00    1.372410E+00    2.427490E-05
2.226603E+00    1.425600E+01    2.525952E-04
2.853006E+00    2.643110E+01    9.879792E-04
6.293430E+00    5.038990E+00    1.647122E-04
6.359040E+00    3.604540E+00    8.449656E-05
7.820580E+00    4.532510E-01    1.261884E-06
8.052810E+00    1.406970E+00    1.228546E-05
2.135022E+00    9.325200E+00    1.102632E-04
2.150193E+00    1.244610E+01    1.954495E-04
6.259260E+00    8.377090E+00    4.425744E-04
7.317750E+00    1.737300E+01    6.689736E-04
7.861680E+00    3.187110E-01    8.926056E-07
7.871010E+00    4.666370E-01    1.916234E-06
2.139822E+00    1.251610E+01    4.117190E-04
2.192751E+00    1.892100E+01    9.307584E-04
6.330720E+00    8.220950E+00    8.559120E-04
7.204380E+00    1.931420E+01    1.572922E-03
7.862910E+00    5.506800E-01    5.220576E-06
7.886160E+00    7.127740E-01    9.667104E-06
2.144019E+00    1.290690E+01    4.414190E-04
2.258613E+00    2.135200E+01    1.314874E-03
6.387240E+00    8.963290E+00    9.220320E-04
7.077840E+00    2.284290E+01    1.963954E-03
7.859490E+00    5.228520E-01    4.809264E-06
7.906800E+00    8.888920E-01    1.387762E-05
2.152068E+00    1.338630E+01    4.665187E-04
2.340258E+00    2.384900E+01    1.692470E-03
6.429420E+00    9.709200E+00    9.882432E-04
6.940170E+00    2.492680E+01    2.249990E-03
7.854210E+00    5.026440E-01    4.357061E-06
7.929240E+00    1.101220E+00    1.839701E-05
2.163768E+00    1.371870E+01    4.852464E-04
2.434041E+00    2.594660E+01    2.010720E-03
6.458280E+00    1.026060E+01    1.032902E-03
6.793530E+00    2.609520E+01    2.449949E-03
7.847640E+00    4.827280E-01    3.965971E-06
7.952850E+00    1.197100E+00    2.074666E-05
2.178258E+00    1.403170E+01    5.013264E-04
2.536371E+00    2.665350E+01    2.163034E-03
6.474930E+00    1.086660E+01    1.076342E-03
6.640560E+00    2.224740E+01    2.135299E-03
7.840290E+00    4.832810E-01    3.751699E-06
7.977300E+00    1.258240E+00    2.220370E-05
2.194302E+00    1.418350E+01    2.541288E-04
2.643453E+00    2.659660E+01    1.089156E-03
6.467820E+00    6.819140E+00    2.052715E-04
