f(THz)          MFP(nm)         kappa(W/m-K)
2.940942E+00    1.236140E+01    3.598411E-04
5.427840E+00    3.634680E+00    2.167939E-04
6.544860E+00    1.084440E+01    7.761840E-04
7.926510E+00    6.611580E-01    7.587552E-06
8.136330E+00    1.324260E+00    2.289442E-05
2.533458E+00    2.603390E+01    1.477099E-03
2.958144E+00    1.332150E+01    4.195776E-04
5.520570E+00    2.441770E+00    1.188595E-04
6.451140E+00    7.272700E+00    4.458797E-04
7.918470E+00    6.114710E-01    6.632112E-06
8.136270E+00    1.284790E+00    2.135496E-05
2.536419E+00    2.583170E+01    1.461677E-03
2.967849E+00    1.423500E+01    4.786882E-04
5.587890E+00    1.281610E+00    3.772699E-05
6.383460E+00    4.455540E+00    2.022893E-04
7.913850E+00    5.698240E-01    5.987136E-06
8.136030E+00    1.275040E+00    2.064374E-05
2.537451E+00    2.577190E+01    7.282200E-04
2.970972E+00    1.457610E+01    2.510208E-04
5.613300E+00    3.015920E-01    1.118515E-06
6.357960E+00    3.143180E+00    5.360112E-05
7.912320E+00    5.565480E-01    2.894328E-06
8.135910E+00    1.262840E+00    1.012850E-05
2.508483E+00    2.107890E+01    4.713912E-04
2.669436E+00    2.153400E+01    5.916192E-04
4.957170E+00    1.082580E+01    4.626792E-04
7.130670E+00    1.720620E+01    6.669312E-04
8.022810E+00    1.133330E+00    1.086905E-05
8.083860E+00    1.680520E+00    1.949383E-05
2.545020E+00    2.165050E+01    1.050038E-03
2.728545E+00    2.169820E+01    1.157918E-03
5.045760E+00    9.299600E+00    7.445472E-04
7.018260E+00    1.884370E+01    1.507546E-03
7.995060E+00    1.013540E+00    1.738262E-05
8.089830E+00    1.647860E+00    3.640046E-05
2.563107E+00    2.305230E+01    1.232160E-03
2.795064E+00    1.947240E+01    9.164928E-04
5.136810E+00    7.011220E+00    5.219904E-04
6.902070E+00    1.941050E+01    1.581379E-03
7.969740E+00    8.812700E-01    1.317034E-05
8.095650E+00    1.582950E+00    3.295368E-05
2.573619E+00    2.392430E+01    1.342248E-03
2.857440E+00    1.612290E+01    6.218160E-04
5.230110E+00    5.914560E+00    4.075450E-04
6.783780E+00    1.939160E+01    1.582949E-03
7.948290E+00    7.417700E-01    9.526368E-06
8.100240E+00    1.515550E+00    2.974243E-05
2.581482E+00    2.423460E+01    1.386686E-03
2.910438E+00    1.280330E+01    3.909235E-04
5.324430E+00    4.667310E+00    2.958922E-04
6.665880E+00    1.624230E+01    1.299979E-03
7.930950E+00    6.436050E-01    7.092336E-06
8.103510E+00    1.451000E+00    2.694773E-05
2.588451E+00    2.448060E+01    1.404864E-03
2.952279E+00    1.048850E+01    2.628653E-04
5.416980E+00    3.596650E+00    2.057112E-04
6.552000E+00    1.129650E+01    8.574192E-04
7.917570E+00    5.461150E-01    5.232576E-06
8.105850E+00    1.384410E+00    2.450237E-05
2.594847E+00    2.419260E+01    1.377653E-03
2.982813E+00    9.772580E+00    2.276141E-04
5.502510E+00    2.560600E+00    1.238318E-04
6.448050E+00    8.003850E+00    5.427840E-04
7.907880E+00    4.571570E-01    3.921336E-06
8.107680E+00    1.337300E+00    2.279981E-05
2.600322E+00    2.363810E+01    1.327262E-03
3.002640E+00    1.022170E+01    2.478773E-04
5.571270E+00    1.534270E+00    5.135232E-05
6.364110E+00    5.152090E+00    2.782546E-04
7.901550E+00    4.212120E-01    3.376570E-06
8.109450E+00    1.315880E+00    2.193696E-05
2.604285E+00    2.327860E+01    1.285661E-03
3.012510E+00    1.084340E+01    2.809848E-04
5.608230E+00    4.133830E-01    4.155475E-06
6.315420E+00    3.223480E+00    1.206216E-04
7.898400E+00    4.122570E-01    3.247550E-06
8.111490E+00    1.323410E+00    2.196658E-05
2.606211E+00    2.289630E+01    1.244928E-03
3.013050E+00    1.129920E+01    3.058771E-04
5.599710E+00    8.100970E-01    1.566461E-05
6.315870E+00    3.267580E+00    1.236898E-04
7.898340E+00    4.235750E-01    3.442526E-06
8.113920E+00    1.338150E+00    2.252040E-05
2.605785E+00    2.258020E+01    1.211923E-03
3.004440E+00    1.161120E+01    3.219974E-04
5.547240E+00    1.960120E+00    8.089728E-05
6.364110E+00    5.232710E+00    2.815714E-04
7.901520E+00    4.534300E-01    3.961781E-06
8.116680E+00    1.367030E+00    2.367778E-05
2.602869E+00    2.246410E+01    1.192805E-03
2.986485E+00    1.211190E+01    3.500342E-04
5.465940E+00    3.070480E+00    1.663416E-04
6.445290E+00    8.052970E+00    5.371920E-04
7.908180E+00    5.087200E-01    4.934208E-06
8.119470E+00    1.420890E+00    2.558501E-05
2.597274E+00    2.258310E+01    1.186387E-03
2.958834E+00    1.374050E+01    4.392720E-04
5.370360E+00    4.148110E+00    2.539454E-04
6.545190E+00    1.116220E+01    8.306736E-04
7.918620E+00    6.166100E-01    6.793056E-06
8.121930E+00    1.488240E+00    2.802019E-05
2.588355E+00    2.270600E+01    1.177133E-03
2.921511E+00    1.633510E+01    6.132480E-04
5.269680E+00    5.365950E+00    3.525466E-04
6.654750E+00    1.532640E+01    1.204046E-03
7.933170E+00    7.272220E-01    9.217248E-06
8.123580E+00    1.540910E+00    3.042773E-05
2.574456E+00    2.271880E+01    1.157362E-03
2.875563E+00    1.939740E+01    8.667600E-04
5.169150E+00    6.528090E+00    4.539499E-04
6.768660E+00    1.833150E+01    1.472986E-03
7.952010E+00    8.472410E-01    1.237205E-05
8.124030E+00    1.592940E+00    3.303106E-05
2.552244E+00    2.296870E+01    1.147138E-03
2.823897E+00    2.206430E+01    1.128562E-03
5.071620E+00    8.137590E+00    5.987856E-04
6.883620E+00    1.902160E+01    1.530960E-03
7.974930E+00    9.729710E-01    1.620149E-05
8.123160E+00    1.643360E+00    3.573576E-05
2.516505E+00    2.308350E+01    5.718912E-04
2.771637E+00    2.320030E+01    6.267816E-04
4.978590E+00    1.028350E+01    4.010928E-04
6.997410E+00    1.850140E+01    7.341696E-04
8.001150E+00    1.079530E+00    1.002000E-05
8.121360E+00    1.680390E+00    1.900442E-05
2.582103E+00    1.742400E+01    3.444144E-04
2.665953E+00    2.044340E+01    5.707656E-04
5.121960E+00    7.920110E+00    3.343272E-04
7.040820E+00    1.890380E+01    7.626720E-04
7.990290E+00    9.641030E-01    7.753056E-06
8.054880E+00    1.621050E+00    1.753198E-05
2.609850E+00    2.227340E+01    1.168699E-03
2.733987E+00    2.217820E+01    1.268338E-03
5.199600E+00    6.952130E+00    5.471520E-04
6.924030E+00    1.954700E+01    1.616746E-03
7.966920E+00    8.447670E-01    1.195920E-05
8.060040E+00    1.581470E+00    3.261864E-05
2.619573E+00    2.385050E+01    1.393128E-03
2.811696E+00    2.032650E+01    1.033757E-03
5.277900E+00    5.816320E+00    4.211798E-04
6.803850E+00    1.967600E+01    1.643266E-03
7.945380E+00    7.132550E-01    8.656272E-06
8.065620E+00    1.521320E+00    2.971272E-05
2.626605E+00    2.396260E+01    1.439026E-03
2.882253E+00    1.703900E+01    7.141344E-04
5.356830E+00    4.650770E+00    3.059606E-04
6.682530E+00    1.722150E+01    1.424933E-03
7.927110E+00    6.046210E-01    6.160656E-06
8.070450E+00    1.462440E+00    2.712091E-05
2.633751E+00    2.342730E+01    1.409760E-03
2.941521E+00    1.353650E+01    4.443470E-04
5.435250E+00    3.638790E+00    2.139346E-04
6.563220E+00    1.179910E+01    9.414480E-04
7.912380E+00    4.662040E-01    3.952656E-06
8.074560E+00    1.402430E+00    2.489314E-05
2.641257E+00    2.298510E+01    1.367285E-03
2.988132E+00    1.053980E+01    2.657674E-04
5.510070E+00    2.756240E+00    1.395528E-04
6.450810E+00    8.614190E+00    6.338400E-04
7.901070E+00    3.792730E-01    2.704358E-06
8.078310E+00    1.355900E+00    2.332766E-05
2.648571E+00    2.273890E+01    1.325309E-03
3.021750E+00    8.682700E+00    1.796136E-04
5.574750E+00    1.857750E+00    7.274880E-05
6.353370E+00    5.810520E+00    3.621514E-04
7.892970E+00    3.293030E-01    2.061043E-06
8.082150E+00    1.336110E+00    2.265178E-05
2.654847E+00    2.247310E+01    1.276397E-03
3.042510E+00    8.423640E+00    1.684286E-04
5.617140E+00    9.426310E-01    2.103566E-05
6.284130E+00    3.645600E+00    1.652736E-04
7.887960E+00    3.071990E-01    1.827504E-06
8.086410E+00    1.360280E+00    2.314282E-05
2.659227E+00    2.225180E+01    1.229174E-03
3.050820E+00    9.368000E+00    2.069976E-04
5.621790E+00    6.905890E-01    1.205760E-05
6.259470E+00    2.618010E+00    8.982864E-05
7.886070E+00    3.166370E-01    1.964467E-06
8.091240E+00    1.391650E+00    2.415101E-05
2.660991E+00    2.194490E+01    1.180483E-03
3.046950E+00    1.091660E+01    2.801246E-04
5.582970E+00    1.609150E+00    5.867712E-05
6.285720E+00    3.664840E+00    1.667074E-04
7.887420E+00    3.516960E-01    2.442365E-06
8.096640E+00    1.433010E+00    2.565941E-05
2.659545E+00    2.189260E+01    1.150728E-03
3.031230E+00    1.313840E+01    3.986621E-04
5.512320E+00    2.600970E+00    1.307400E-04
6.351720E+00    5.851330E+00    3.522206E-04
7.892310E+00    4.112620E-01    3.322522E-06
8.102310E+00    1.506550E+00    2.799624E-05
2.654217E+00    2.184880E+01    1.126507E-03
3.004080E+00    1.585550E+01    5.746800E-04
5.425620E+00    3.518260E+00    2.029776E-04
6.441870E+00    8.534600E+00    5.981616E-04
7.901010E+00    4.865420E-01    4.642829E-06
8.107920E+00    1.562680E+00    3.018091E-05
2.643840E+00    2.185330E+01    1.108363E-03
2.966616E+00    1.882460E+01    8.097024E-04
5.333550E+00    4.539400E+00    2.818574E-04
6.545400E+00    1.117980E+01    8.498256E-04
7.913760E+00    6.050270E-01    6.819600E-06
8.113020E+00    1.599430E+00    3.206986E-05
2.626155E+00    2.192870E+01    1.095379E-03
2.921085E+00    2.148600E+01    1.059374E-03
5.242110E+00    5.563440E+00    3.653918E-04
6.655920E+00    1.492180E+01    1.182754E-03
7.930650E+00    7.617520E-01    1.002542E-05
8.117250E+00    1.630760E+00    3.385344E-05
2.597274E+00    2.223380E+01    5.487696E-04
2.871666E+00    2.281910E+01    6.017880E-04
5.154330E+00    6.583260E+00    2.285525E-04
6.769530E+00    1.846890E+01    7.443408E-04
7.951350E+00    8.759980E-01    6.586392E-06
8.120490E+00    1.647080E+00    1.760414E-05
2.639958E+00    1.565670E+01    2.900736E-04
2.661198E+00    2.009100E+01    5.727720E-04
5.285280E+00    6.664480E+00    2.812872E-04
6.945390E+00    1.963270E+01    8.224776E-04
7.963590E+00    7.663310E-01    4.891752E-06
8.027580E+00    1.480100E+00    1.440950E-05
2.652210E+00    2.469570E+01    1.572067E-03
2.746581E+00    2.374110E+01    1.473571E-03
5.352090E+00    5.761790E+00    4.529688E-04
6.824280E+00    1.992320E+01    1.697088E-03
7.944570E+00    6.669140E-01    7.485168E-06
8.031990E+00    1.451440E+00    2.713680E-05
2.657757E+00    2.455310E+01    1.590605E-03
2.832342E+00    2.126440E+01    1.155653E-03
5.417940E+00    4.808410E+00    3.462874E-04
6.700560E+00    1.868430E+01    1.590984E-03
7.926510E+00    5.830060E-01    5.672400E-06
8.037600E+00    1.410180E+00    2.535456E-05
2.664798E+00    2.434810E+01    1.568520E-03
2.907879E+00    1.801180E+01    8.141472E-04
5.482860E+00    3.920730E+00    2.539934E-04
6.577050E+00    1.237820E+01    1.030195E-03
7.910940E+00    4.559300E-01    3.759125E-06
8.043180E+00    1.377250E+00    2.398450E-05
2.673078E+00    2.410020E+01    1.528046E-03
2.971092E+00    1.456210E+01    5.170464E-04
5.545650E+00    3.075180E+00    1.747627E-04
6.457830E+00    9.060650E+00    7.121376E-04
7.898250E+00    3.721900E-01    2.579606E-06
8.048760E+00    1.346400E+00    2.300554E-05
2.681751E+00    2.384450E+01    1.476686E-03
3.020610E+00    1.104070E+01    2.912030E-04
5.602500E+00    2.220460E+00    1.051450E-04
6.349410E+00    6.386780E+00    4.455317E-04
7.888440E+00    3.120140E-01    1.851557E-06
8.054640E+00    1.338440E+00    2.280730E-05
2.689752E+00    2.330150E+01    1.401581E-03
3.055620E+00    8.346190E+00    1.635754E-04
5.644740E+00    1.449930E+00    5.088912E-05
6.262830E+00    4.169680E+00    2.282280E-04
7.881540E+00    2.903980E-01    1.563485E-06
8.061090E+00    1.366110E+00    2.359694E-05
2.695977E+00    2.291600E+01    1.334534E-03
3.075630E+00    7.896090E+00    1.409093E-04
5.657670E+00    1.039070E+00    2.733840E-05
6.214680E+00    2.532600E+00    9.412800E-05
7.877640E+00    2.982780E-01    1.598933E-06
8.068350E+00    1.406970E+00    2.494925E-05
2.699385E+00    2.243120E+01    1.264349E-03
3.080640E+00    9.823840E+00    2.133754E-04
5.630010E+00    1.463660E+00    5.309952E-05
6.217770E+00    2.541560E+00    9.649296E-05
7.876980E+00    3.222360E-01    1.887682E-06
8.076330E+00    1.479960E+00    2.712878E-05
2.698995E+00    2.229800E+01    1.219229E-03
3.070950E+00    1.296430E+01    3.707357E-04
5.568240E+00    2.257040E+00    1.100563E-04
6.266490E+00    3.999030E+00    2.094566E-04
7.879830E+00    3.614360E-01    2.461320E-06
8.084850E+00    1.553260E+00    2.946970E-05
2.693670E+00    2.211540E+01    1.177258E-03
3.047520E+00    1.613240E+01    5.870688E-04
5.488860E+00    2.999660E+00    1.669320E-04
6.344820E+00    6.285430E+00    4.024752E-04
7.886550E+00    3.993410E-01    3.248117E-06
8.093550E+00    1.606950E+00    3.146794E-05
2.681763E+00    2.179330E+01    1.132574E-03
3.012240E+00    1.934890E+01    8.452320E-04
5.404200E+00    3.753280E+00    2.229317E-04
6.440250E+00    8.827470E+00    6.329664E-04
7.897290E+00    4.956800E-01    4.823952E-06
8.102070E+00    1.635360E+00    3.288605E-05
2.660577E+00    2.143000E+01    5.440968E-04
2.968446E+00    2.143770E+01    5.220864E-04
5.320890E+00    4.647130E+00    1.449391E-04
6.545430E+00    1.140950E+01    4.365720E-04
7.912110E+00    6.158640E-01    3.531600E-06
8.109990E+00    1.643650E+00    1.686209E-05
2.658036E+00    2.000470E+01    5.837976E-04
2.681652E+00    1.540140E+01    2.946288E-04
5.447010E+00    6.081040E+00    2.592864E-04
6.842970E+00    2.001370E+01    8.666136E-04
7.943100E+00    5.628140E-01    2.661792E-06
8.002590E+00    1.292490E+00    1.093716E-05
2.674245E+00    2.505290E+01    1.752293E-03
2.766090E+00    2.373960E+01    1.473250E-03
5.503200E+00    5.131860E+00    4.087162E-04
6.718020E+00    1.945690E+01    1.697184E-03
7.928100E+00    5.291970E-01    4.647355E-06
8.006430E+00    1.282590E+00    2.128829E-05
2.682453E+00    2.519620E+01    1.736117E-03
2.853402E+00    2.150220E+01    1.212010E-03
5.557050E+00    4.144530E+00    3.030206E-04
6.591600E+00    1.286740E+01    1.109131E-03
7.912920E+00    4.722320E-01    3.953990E-06
8.012610E+00    1.288820E+00    2.134834E-05
2.691813E+00    2.511200E+01    1.695269E-03
2.931108E+00    1.862560E+01    8.894688E-04
5.608530E+00    3.280570E+00    2.158685E-04
6.467190E+00    9.474920E+00    7.853856E-04
7.899390E+00    4.188710E-01    3.242966E-06
8.019630E+00    1.297770E+00    2.161723E-05
2.701731E+00    2.485070E+01    1.635547E-03
2.996433E+00    1.542940E+01    5.818560E-04
5.655990E+00    2.511320E+00    1.446638E-04
6.350190E+00    6.871880E+00    5.232384E-04
7.888110E+00    3.731420E-01    2.634000E-06
8.027370E+00    1.313660E+00    2.223370E-05
2.711118E+00    2.439590E+01    1.558123E-03
3.047250E+00    1.147620E+01    3.137237E-04
5.694030E+00    1.842950E+00    8.846304E-05
6.249510E+00    4.662140E+00    2.973461E-04
7.879380E+00    3.598180E-01    2.324170E-06
8.035950E+00    1.353730E+00    2.351602E-05
2.718744E+00    2.384990E+01    1.473283E-03
3.081930E+00    8.328730E+00    1.558296E-04
5.710410E+00    1.433730E+00    5.580240E-05
6.180660E+00    2.846730E+00    1.273411E-04
7.873440E+00    3.429490E-01    2.072482E-06
8.045490E+00    1.402740E+00    2.517322E-05
2.723382E+00    2.346850E+01    1.400098E-03
3.099480E+00    7.708210E+00    1.275058E-04
5.690130E+00    1.538370E+00    6.315840E-05
6.161190E+00    1.947300E+00    6.525216E-05
7.870650E+00    3.324700E-01    1.968931E-06
8.055990E+00    1.495540E+00    2.776872E-05
2.723763E+00    2.318780E+01    1.336330E-03
3.099720E+00    1.073380E+01    2.421120E-04
5.634240E+00    2.017040E+00    1.007981E-04
6.192030E+00    2.723360E+00    1.193458E-04
7.871370E+00    3.422850E-01    2.130259E-06
8.067240E+00    1.571650E+00    3.010133E-05
2.718423E+00    2.301170E+01    1.282147E-03
3.083460E+00    1.474220E+01    4.622909E-04
5.559690E+00    2.608820E+00    1.437082E-04
6.257190E+00    4.118740E+00    2.315410E-04
7.875930E+00    3.750900E-01    2.632094E-06
8.078910E+00    1.622400E+00    3.185174E-05
2.705379E+00    2.259900E+01    6.083856E-04
3.053010E+00    1.756790E+01    3.443232E-04
5.480610E+00    3.145580E+00    9.032424E-05
6.342600E+00    6.504520E+00    2.123801E-04
7.884570E+00    4.079470E-01    1.681387E-06
8.090610E+00    1.643310E+00    1.640098E-05
2.658534E+00    2.009830E+01    6.005040E-04
2.707839E+00    1.651930E+01    3.503736E-04
5.606820E+00    5.074650E+00    2.200507E-04
6.732750E+00    1.942080E+01    8.638872E-04
7.928820E+00    3.865870E-01    1.225378E-06
7.980360E+00    1.072060E+00    7.605432E-06
2.686713E+00    2.501830E+01    1.781016E-03
2.783781E+00    2.310000E+01    1.417627E-03
5.652810E+00    4.149120E+00    3.379656E-04
6.604800E+00    1.411350E+01    1.251859E-03
7.917240E+00    4.504090E-01    3.398035E-06
7.984080E+00    1.113840E+00    1.641994E-05
2.699361E+00    2.552210E+01    1.809864E-03
2.870442E+00    2.170650E+01    1.266278E-03
5.695170E+00    3.238240E+00    2.438534E-04
6.476880E+00    1.000370E+01    8.653728E-04
7.904070E+00    4.858270E-01    4.226381E-06
7.991520E+00    1.181640E+00    1.862717E-05
2.710884E+00    2.541260E+01    1.759531E-03
2.949171E+00    1.916710E+01    9.605616E-04
5.733750E+00    2.647370E+00    1.809528E-04
6.353430E+00    7.241770E+00    5.902128E-04
7.891800E+00    4.799040E-01    4.229088E-06
8.000760E+00    1.252430E+00    2.076931E-05
2.721546E+00    2.512690E+01    1.689322E-03
3.015390E+00    1.608930E+01    6.367728E-04
5.765670E+00    2.202240E+00    1.331179E-04
6.241740E+00    5.181160E+00    3.716928E-04
7.881420E+00    4.634750E-01    3.891907E-06
8.011290E+00    1.328340E+00    2.299392E-05
2.730333E+00    2.467510E+01    1.605096E-03
3.065970E+00    1.190260E+01    3.335645E-04
5.781540E+00    1.884240E+00    9.750432E-05
6.155610E+00    3.347020E+00    1.799232E-04
7.873530E+00    4.436480E-01    3.433181E-06
8.023050E+00    1.387780E+00    2.496989E-05
2.735976E+00    2.417700E+01    1.517890E-03
3.098610E+00    8.246810E+00    1.477344E-04
5.764080E+00    1.688880E+00    8.200464E-05
6.116280E+00    1.938350E+00    6.411600E-05
7.868580E+00    3.994130E-01    2.809070E-06
8.035950E+00    1.474080E+00    2.743411E-05
2.737059E+00    2.377010E+01    1.437830E-03
3.111990E+00    7.592280E+00    1.195862E-04
5.709120E+00    1.916690E+00    1.013534E-04
6.131130E+00    1.935080E+00    6.773808E-05
7.867110E+00    3.617630E-01    2.355086E-06
8.049750E+00    1.558850E+00    2.980421E-05
2.731923E+00    2.354090E+01    6.845616E-04
3.106290E+00    1.112950E+01    1.279114E-04
5.635530E+00    2.176170E+00    5.980824E-05
6.183300E+00    2.737130E+00    6.356856E-05
7.869450E+00    3.533520E-01    1.138987E-06
8.064180E+00    1.609450E+00    1.566912E-05
2.663730E+00    2.011600E+01    6.133392E-04
2.720139E+00    1.802450E+01    4.313544E-04
5.764230E+00    3.972530E+00    1.756339E-04
6.614460E+00    1.625140E+01    7.374552E-04
7.920300E+00    2.155700E-01    3.780984E-07
7.961220E+00    8.549070E-01    4.887336E-06
2.696787E+00    2.506830E+01    1.804349E-03
2.794395E+00    2.332170E+01    1.486598E-03
5.800440E+00    3.936030E+00    3.292373E-04
6.484650E+00    1.036400E+01    9.274656E-04
7.911270E+00    4.824920E-01    4.019184E-06
7.965480E+00    1.015360E+00    1.396594E-05
2.711571E+00    2.568000E+01    1.846666E-03
2.881530E+00    2.231870E+01    1.359442E-03
5.831970E+00    3.751880E+00    2.928672E-04
6.356790E+00    7.354280E+00    6.319200E-04
7.899090E+00    5.888760E-01    6.164496E-06
7.975290E+00    1.162660E+00    1.851005E-05
2.723574E+00    2.557280E+01    1.791907E-03
2.960949E+00    1.949660E+01    1.019818E-03
5.857710E+00    3.316330E+00    2.373552E-04
6.236850E+00    5.655680E+00    4.436448E-04
7.887420E+00    5.671940E-01    5.968800E-06
7.987500E+00    1.260420E+00    2.155608E-05
2.733354E+00    2.520250E+01    1.711267E-03
3.026910E+00    1.647140E+01    6.752160E-04
5.870610E+00    2.688840E+00    1.698245E-04
6.137220E+00    3.913050E+00    2.425757E-04
7.877670E+00    5.576470E-01    5.443056E-06
8.001360E+00    1.330800E+00    2.380603E-05
2.739873E+00    2.475620E+01    1.623322E-03
3.075600E+00    1.229730E+01    3.496522E-04
5.849850E+00    2.335260E+00    1.287878E-04
6.083820E+00    1.978700E+00    6.567264E-05
7.870650E+00    4.922410E-01    4.254101E-06
8.016510E+00    1.410970E+00    2.606174E-05
2.741694E+00    2.424240E+01    7.650240E-04
3.104310E+00    8.218920E+00    7.226520E-05
5.787030E+00    1.970230E+00    5.398344E-05
6.089610E+00    1.520970E+00    2.004648E-05
7.866960E+00    4.195290E-01    1.562738E-06
8.032740E+00    1.508860E+00    1.424746E-05
2.673510E+00    2.031550E+01    6.269064E-04
2.721012E+00    1.944080E+01    5.165760E-04
5.918580E+00    5.255330E+00    2.366366E-04
6.488280E+00    1.051890E+01    4.833528E-04
7.917000E+00    6.567380E-02    3.493392E-08
7.945320E+00    6.386890E-01    2.803344E-06
2.705664E+00    2.560230E+01    1.874146E-03
2.798343E+00    2.418660E+01    1.642440E-03
5.945520E+00    4.824740E+00    4.140725E-04
6.357990E+00    7.484800E+00    6.700272E-04
7.909200E+00    6.510080E-01    7.221888E-06
7.951500E+00    1.029420E+00    1.482586E-05
2.719494E+00    2.587430E+01    1.873882E-03
2.887188E+00    2.286450E+01    1.446442E-03
5.966400E+00    4.288420E+00    3.459581E-04
6.232350E+00    6.058590E+00    5.085984E-04
7.896900E+00    7.081710E-01    8.874528E-06
7.964850E+00    1.201340E+00    2.013902E-05
2.730054E+00    2.562020E+01    1.803326E-03
2.966610E+00    1.992760E+01    1.070021E-03
5.974770E+00    3.621830E+00    2.575790E-04
6.123450E+00    4.272560E+00    2.861131E-04
7.885500E+00    6.253740E-01    7.344480E-06
7.980660E+00    1.294520E+00    2.285189E-05
2.737302E+00    2.520740E+01    8.581632E-04
3.030780E+00    1.635470E+01    3.396816E-04
5.935410E+00    2.522510E+00    7.074336E-05
6.072510E+00    1.761230E+00    2.572248E-05
7.876470E+00    5.874380E-01    3.028608E-06
7.997970E+00    1.355440E+00    1.230650E-05
2.686650E+00    2.083830E+01    6.416016E-04
2.713503E+00    2.039970E+01    5.853408E-04
6.069060E+00    5.642780E+00    2.577816E-04
6.354810E+00    7.473580E+00    3.451752E-04
7.918290E+00    1.053530E-01    8.717928E-08
7.932750E+00    4.454440E-01    1.397834E-06
2.711343E+00    2.620670E+01    1.948709E-03
2.798775E+00    2.507020E+01    1.787482E-03
6.087000E+00    5.531470E+00    4.836816E-04
6.225750E+00    6.418000E+00    5.672880E-04
7.909200E+00    8.475080E-01    1.211054E-05
7.943520E+00    1.142710E+00    1.863638E-05
2.722302E+00    2.601790E+01    9.442824E-04
2.888838E+00    2.305720E+01    7.403640E-04
6.079230E+00    3.609700E+00    1.040806E-04
6.122850E+00    3.052050E+00    7.123080E-05
7.896330E+00    7.535240E-01    5.074176E-06
7.961220E+00    1.237750E+00    1.068886E-05
2.700948E+00    2.071880E+01    3.094812E-04
2.700948E+00    2.071560E+01    3.093840E-04
6.214770E+00    4.186970E+00    6.075648E-05
6.214770E+00    4.188620E+00    6.080424E-05
7.923660E+00    1.221220E-01    5.561100E-08
7.923660E+00    1.221480E-01    5.563464E-08
2.602707E+00    1.912450E+01    4.092720E-04
2.770161E+00    2.225730E+01    6.156816E-04
5.125140E+00    7.040780E+00    2.648856E-04
6.904020E+00    1.929190E+01    7.877376E-04
7.972230E+00    9.209880E-01    7.168896E-06
8.089410E+00    1.668490E+00    1.810344E-05
2.634669E+00    1.959030E+01    8.821152E-04
2.826738E+00    2.132230E+01    1.111046E-03
5.207400E+00    6.250310E+00    4.386096E-04
6.787350E+00    1.913190E+01    1.571654E-03
7.950240E+00    8.006550E-01    1.090829E-05
8.090130E+00    1.631240E+00    3.399442E-05
2.651610E+00    2.025290E+01    9.711360E-04
2.886390E+00    1.841250E+01    8.167680E-04
5.292300E+00    5.101590E+00    3.318893E-04
6.670230E+00    1.627290E+01    1.319966E-03
7.931130E+00    6.706480E-01    7.756464E-06
8.090430E+00    1.575700E+00    3.130349E-05
2.661969E+00    2.045960E+01    1.013184E-03
2.939745E+00    1.487640E+01    5.263536E-04
5.378550E+00    4.018710E+00    2.402702E-04
6.555630E+00    1.155380E+01    9.016608E-04
7.915650E+00    5.320490E-01    5.100048E-06
8.089980E+00    1.518910E+00    2.874216E-05
2.669223E+00    2.033390E+01    1.019371E-03
2.982639E+00    1.142950E+01    3.114922E-04
5.463060E+00    3.106260E+00    1.660982E-04
6.447870E+00    8.622140E+00    6.208512E-04
7.903920E+00    4.126740E-01    3.223070E-06
8.088990E+00    1.452300E+00    2.625398E-05
2.674419E+00    2.053650E+01    1.031410E-03
3.013530E+00    8.860150E+00    1.880098E-04
5.539620E+00    2.162570E+00    9.479040E-05
6.354120E+00    5.880000E+00    3.615250E-04
7.895790E+00    3.319460E-01    2.105448E-06
8.087850E+00    1.382510E+00    2.404344E-05
2.677659E+00    2.057180E+01    1.031227E-03
3.032070E+00    7.380530E+00    1.314720E-04
5.596770E+00    1.203210E+00    3.317818E-05
6.286440E+00    3.673840E+00    1.677859E-04
7.891050E+00    2.776930E-01    1.478280E-06
8.086950E+00    1.346650E+00    2.280542E-05
2.678769E+00    2.057750E+01    5.151528E-04
3.038220E+00    6.933070E+00    5.817336E-05
5.618730E+00    4.311260E-01    2.336801E-06
6.260910E+00    2.635440E+00    4.549800E-05
7.889490E+00    2.573710E-01    6.365712E-07
8.086590E+00    1.350230E+00    1.132435E-05
2.675010E+00    1.558140E+01    2.841192E-04
2.767818E+00    2.103420E+01    5.960232E-04
5.269860E+00    5.985650E+00    2.206020E-04
6.806550E+00    1.958960E+01    8.205072E-04
7.948950E+00    7.366160E-01    4.569816E-06
8.058060E+00    1.582960E+00    1.590019E-05
2.701263E+00    1.861700E+01    8.295120E-04
2.832111E+00    2.081880E+01    1.117008E-03
5.341200E+00    5.018000E+00    3.418253E-04
6.687210E+00    1.729770E+01    1.443302E-03
7.931220E+00    6.211180E-01    6.570768E-06
8.057880E+00    1.544360E+00    2.980406E-05
2.712660E+00    2.014210E+01    9.920016E-04
2.900733E+00    1.798970E+01    8.123328E-04
5.413470E+00    4.017190E+00    2.495270E-04
6.568620E+00    1.199230E+01    9.750576E-04
7.915680E+00    4.883800E-01    4.227202E-06
8.058060E+00    1.489590E+00    2.749886E-05
2.720613E+00    2.045660E+01    1.032696E-03
2.960292E+00    1.434900E+01    5.031504E-04
5.485380E+00    3.182660E+00    1.768810E-04
6.454470E+00    9.031450E+00    6.926112E-04
7.903110E+00    3.597820E-01    2.424322E-06
8.058240E+00    1.431070E+00    2.533771E-05
2.727222E+00    2.024840E+01    1.018853E-03
