# 8x8x1 supercell for harmonic, 6x6x1 supercell for cubic ifcs
# 100x100x1 k points for kappa
# cubic ifcs up to 8NN shell trained with ordinary least squares by 200 configurations.
# Temperature = 300 K
"k index (irred.)" "branch index" "f (THz)" "1/tau_3ph (THz)" "1/tau_iso (THz)"
756 2 3.80101 0.08500 0.02106
756 3 4.23133 0.07454 0.01067
756 4 5.71782 0.11856 0.03640
756 5 6.13450 0.12095 0.31198
756 6 6.31291 0.13386 0.05487
756 7 8.55428 0.23778 0.27630
756 8 8.98100 0.16459 0.43144
756 9 9.16178 0.28604 0.23149
757 1 3.44866 0.05972 0.00703
757 2 3.82493 0.07851 0.01737
757 3 4.24950 0.07655 0.01009
757 4 5.73887 0.11916 0.03552
757 5 6.13106 0.12237 0.25669
757 6 6.30520 0.12332 0.05313
757 7 8.54355 0.23739 0.28871
757 8 8.99117 0.17501 0.37615
757 9 9.13096 0.28871 0.26459
758 1 3.51171 0.06332 0.00758
758 2 3.84031 0.07380 0.02143
758 3 4.27144 0.07931 0.00979
758 4 5.75907 0.12158 0.03476
758 5 6.12602 0.12412 0.22102
758 6 6.29807 0.12066 0.05158
758 7 8.53284 0.23853 0.30921
758 8 9.00130 0.18111 0.33470
758 9 9.10212 0.28202 0.30437
759 1 3.57179 0.06455 0.00828
759 2 3.84817 0.07584 0.01613
759 3 4.29651 0.07650 0.00989
759 4 5.77838 0.12578 0.03409
759 5 6.11951 0.12652 0.19136
759 6 6.29150 0.11998 0.05017
759 7 8.52229 0.25411 0.34191
759 8 9.01122 0.19011 0.30066
759 9 9.07532 0.28330 0.36349
760 1 3.62863 0.06659 0.00907
760 2 3.84996 0.07562 0.01634
760 3 4.32355 0.07236 0.01025
760 4 5.79667 0.13212 0.03357
760 5 6.11172 0.12962 0.16849
760 6 6.28542 0.12034 0.04887
760 7 8.51210 0.25055 0.39730
760 8 9.02084 0.20256 0.28206
760 9 9.05064 0.28196 0.49919
761 1 3.68190 0.06301 0.01126
761 2 3.84724 0.07376 0.01635
761 3 4.35134 0.07874 0.01077
761 4 5.81397 0.12617 0.03307
761 5 6.10279 0.13232 0.14996
761 6 6.27978 0.12219 0.04758
761 7 8.50232 0.28134 0.51911
761 8 9.02816 0.28134 1.06247
761 9 9.03005 0.21907 0.19842
762 1 3.73128 0.06014 0.01283
762 2 3.84142 0.06901 0.01813
762 3 4.37874 0.07413 0.01153
762 4 5.83015 0.12504 0.03273
762 5 6.09298 0.13559 0.12772
762 6 6.27463 0.12458 0.04658
762 7 8.49318 0.23400 0.82271
762 8 9.00792 0.28905 0.39839
762 9 9.03874 0.22571 0.29679
763 1 3.77637 0.06337 0.01568
763 2 3.83375 0.08644 0.01331
763 3 4.40485 0.07903 0.01288
763 4 5.84523 0.12517 0.03239
763 5 6.08258 0.13259 0.12447
763 6 6.26992 0.12676 0.04554
763 7 8.48473 0.20749 0.24386
763 8 8.98997 0.31024 0.38105
763 9 9.04675 0.23662 0.25838
764 1 3.81687 0.06621 0.01641
764 2 3.82514 0.07600 0.01818
764 3 4.42895 0.07305 0.01457
764 4 5.85914 0.12570 0.03228
764 5 6.07191 0.12510 0.11532
764 6 6.26572 0.12764 0.04459
764 7 8.47714 0.21611 0.20737
764 8 8.97426 0.29933 0.35544
764 9 9.05403 0.25121 0.23454
765 1 3.81648 0.07844 0.02189
765 2 3.85239 0.06202 0.01727
765 3 4.45045 0.07336 0.01725
765 4 5.87180 0.12678 0.03210
765 5 6.06129 0.12129 0.11174
765 6 6.26200 0.12895 0.04397
765 7 8.47043 0.21219 0.18918
765 8 8.96083 0.30434 0.34667
765 9 9.06048 0.26719 0.22700
766 1 3.80835 0.07352 0.02194
766 2 3.88264 0.05678 0.02040
766 3 4.46895 0.07561 0.02592
766 4 5.88313 0.12849 0.03208
766 5 6.05113 0.11644 0.11722
766 6 6.25886 0.13236 0.04326
766 7 8.46473 0.21015 0.17585
766 8 8.94967 0.30578 0.33660
766 9 9.06596 0.27657 0.22125
767 1 3.80128 0.05030 0.02402
767 2 3.90726 0.05078 0.02613
767 3 4.48412 0.07983 0.02022
767 4 5.89290 0.13082 0.03228
767 5 6.04190 0.11436 0.09266
767 6 6.25628 0.14243 0.04257
767 7 8.46008 0.20760 0.16877
767 8 8.94077 0.30409 0.32166
767 9 9.07046 0.32396 0.21705
768 1 3.79567 0.03193 0.02832
768 2 3.92596 0.04925 0.03262
768 3 4.49566 0.08652 0.01801
768 4 5.90081 0.13413 0.03255
768 5 6.03410 0.11309 0.07654
768 6 6.25433 0.14448 0.04229
768 7 8.45658 0.20508 0.16252
768 8 8.93412 0.30409 0.31554
768 9 9.07388 0.29360 0.21366
769 1 3.79175 0.03156 0.03387
769 2 3.93858 0.04576 0.02482
769 3 4.50348 0.08865 0.01742
769 4 5.90654 0.14460 0.03266
769 5 6.02838 0.11415 0.06618
769 6 6.25298 0.14199 0.04209
769 7 8.45421 0.20301 0.15975
769 8 8.92968 0.30315 0.31079
769 9 9.07619 0.28355 0.21150
770 1 3.78977 0.03126 0.06990
770 2 3.94494 0.04527 0.05688
770 3 4.50741 0.08389 0.01683
770 4 5.90954 0.13549 0.03292
770 5 6.02532 0.12580 0.06628
770 6 6.25232 0.14170 0.04197
770 7 8.45301 0.21459 0.15819
770 8 8.92746 0.30225 0.30738
770 9 9.07736 0.27922 0.21049
771 1 3.24291 0.06029 0.00648
771 2 3.73218 0.12127 0.01463
771 3 4.20099 0.08888 0.01040
771 4 5.67459 0.12218 0.03850
771 5 6.13594 0.11798 0.43713
771 6 6.32976 0.11895 0.05808
771 7 8.57535 0.21095 0.26934
771 8 8.96101 0.15229 0.76509
771 9 9.22920 0.30953 0.19030
772 1 3.31148 0.05838 0.00630
772 2 3.77882 0.09012 0.02053
772 3 4.20732 0.07256 0.01089
772 4 5.69831 0.12652 0.03727
772 5 6.13567 0.12256 0.42253
772 6 6.31983 0.12214 0.05586
772 7 8.56525 0.23801 0.26976
772 8 8.97108 0.15727 0.52836
772 9 9.19508 0.30249 0.20792
773 1 3.37812 0.05819 0.00656
773 2 3.81636 0.08142 0.01941
773 3 4.21760 0.07131 0.01094
773 4 5.72139 0.11763 0.03627
773 5 6.13372 0.12410 0.29591
773 6 6.31051 0.13133 0.05369
773 7 8.55479 0.23985 0.27532
773 8 8.98142 0.16317 0.42839
773 9 9.16259 0.28444 0.23045
774 1 3.44258 0.05919 0.00698
774 2 3.84376 0.07543 0.01678
774 3 4.23313 0.07288 0.01007
774 4 5.74366 0.11829 0.03534
774 5 6.13016 0.12467 0.24828
774 6 6.30176 0.12387 0.05190
774 7 8.54406 0.23655 0.28727
774 8 8.99192 0.17209 0.37769
774 9 9.13183 0.27949 0.26320
775 1 3.50463 0.06220 0.00753
775 2 3.86094 0.07509 0.01536
775 3 4.25429 0.07638 0.00967
775 4 5.76510 0.11998 0.03459
775 5 6.12509 0.12617 0.21359
775 6 6.29348 0.12720 0.05002
775 7 8.53323 0.23631 0.30734
775 8 9.00241 0.17941 0.35057
775 9 9.10290 0.27638 0.30263
776 1 3.56399 0.06604 0.00821
776 2 3.86888 0.07205 0.01531
776 3 4.28035 0.07609 0.00951
776 4 5.78560 0.12270 0.03386
776 5 6.11858 0.12826 0.18623
776 6 6.28566 0.12175 0.04807
776 7 8.52250 0.24420 0.33998
776 8 9.01278 0.18758 0.35755
776 9 9.07595 0.27597 0.36125
777 1 3.62035 0.06617 0.00894
777 2 3.86945 0.08015 0.01560
777 3 4.30979 0.07284 0.00968
777 4 5.80506 0.12987 0.03336
777 5 6.11085 0.13133 0.16567
777 6 6.27822 0.12150 0.04621
777 7 8.51201 0.25829 0.39667
777 8 9.02294 0.19687 0.28146
777 9 9.05103 0.27609 0.49405
778 1 3.67345 0.06271 0.01092
778 2 3.86462 0.06920 0.01541
778 3 4.34090 0.07418 0.01022
778 4 5.82341 0.12770 0.03288
778 5 6.10201 0.13455 0.14682
778 6 6.27121 0.12265 0.04479
778 7 8.50193 0.26176 0.52593
778 8 9.02819 0.27492 1.00609
778 9 9.03272 0.21640 0.22007
779 1 3.72294 0.05881 0.01261
779 2 3.85623 0.07311 0.01562
779 3 4.37214 0.07373 0.01108
779 4 5.84065 0.12545 0.03254
779 5 6.09235 0.13780 0.12591
779 6 6.26464 0.12491 0.04331
779 7 8.49237 0.23355 0.75224
779 8 9.00750 0.28101 0.39524
779 9 9.04198 0.22052 0.28107
780 1 3.76851 0.05606 0.01458
780 2 3.84574 0.06745 0.01671
780 3 4.40233 0.07885 0.01245
780 4 5.85666 0.12505 0.03224
780 5 6.08204 0.13961 0.12293
780 6 6.25850 0.12800 0.04199
780 7 8.48347 0.20627 0.23617
780 8 8.98901 0.28729 0.37871
780 9 9.05064 0.23274 0.24141
781 1 3.80982 0.05383 0.01548
781 2 3.83432 0.07759 0.01308
781 3 4.43054 0.07311 0.01443
781 4 5.87141 0.12519 0.03205
781 5 6.07143 0.13141 0.11450
781 6 6.25289 0.12932 0.04085
781 7 8.47537 0.21711 0.20245
781 8 8.97270 0.29384 0.35264
781 9 9.05859 0.24434 0.22971
782 1 3.82289 0.07847 0.02029
782 2 3.84649 0.05877 0.01705
782 3 4.45606 0.07341 0.01839
782 4 5.88490 0.12563 0.03205
782 5 6.06081 0.12795 0.11090
782 6 6.24782 0.12926 0.03988
782 7 8.46815 0.21383 0.18298
782 8 8.95858 0.30376 0.34613
782 9 9.06572 0.25856 0.22231
783 1 3.81216 0.08250 0.02236
783 2 3.87821 0.05259 0.01975
783 3 4.47839 0.07537 0.02130
783 4 5.89701 0.12644 0.03221
783 5 6.05047 0.12020 0.12488
783 6 6.24339 0.13187 0.03887
783 7 8.46188 0.21153 0.17194
783 8 8.94665 0.34206 0.33118
783 9 9.07190 0.27413 0.21640
784 1 3.80269 0.04933 0.02449
784 2 3.90468 0.05014 0.02475
784 3 4.49713 0.07964 0.01746
784 4 5.90768 0.12788 0.03251
784 5 6.04082 0.11772 0.09039
784 6 6.23967 0.14033 0.03831
784 7 8.45664 0.20899 0.16311
784 8 8.93693 0.32508 0.32221
784 9 9.07709 0.29545 0.21149
785 1 3.79489 0.03064 0.02925
785 2 3.92560 0.04580 0.03259
785 3 4.51200 0.08557 0.01599
785 4 5.91667 0.13012 0.03349
785 5 6.03233 0.11715 0.07283
785 6 6.23670 0.14249 0.03780
785 7 8.45253 0.20591 0.15814
785 8 8.92938 0.31951 0.31083
785 9 9.08119 0.31127 0.20839
786 1 3.78911 0.03038 0.03429
786 2 3.94071 0.04290 0.02305
786 3 4.52279 0.10208 0.01560
786 4 5.92369 0.13425 0.03415
786 5 6.02550 0.11741 0.06323
786 6 6.23451 0.13895 0.03728
786 7 8.44953 0.20380 0.15449
786 8 8.92398 0.31600 0.31012
786 9 9.08416 0.28949 0.20565
787 1 3.78554 0.02998 0.03109
787 2 3.94989 0.04135 0.01304
787 3 4.52929 0.09218 0.01523
787 4 5.92822 0.13314 0.03520
787 5 6.02097 0.12412 0.05428
787 6 6.23319 0.13826 0.03689
787 7 8.44773 0.21492 0.15214
787 8 8.92074 0.31203 0.30480
787 9 9.08596 0.28296 0.20424
788 1 3.78434 0.02989 0.02851
788 2 3.95294 0.04108 0.01233
788 3 4.53148 0.09015 0.01496
788 4 5.92980 0.13165 0.03640
788 5 6.01938 0.12521 0.05742
788 6 6.23275 0.13806 0.03685
788 7 8.44713 0.21469 0.15085
788 8 8.91970 0.31492 0.30219
788 9 9.08656 0.28137 0.20393
789 1 3.37650 0.05779 0.00654
789 2 3.82172 0.08060 0.01777
789 3 4.21277 0.07065 0.01097
789 4 5.72259 0.12123 0.03619
789 5 6.13345 0.12987 0.28403
789 6 6.30970 0.13342 0.05328
789 7 8.55494 0.24009 0.27511
789 8 8.98157 0.16248 0.42695
789 9 9.16286 0.28279 0.22971
790 1 3.43955 0.05891 0.00695
790 2 3.85380 0.07430 0.01582
790 3 4.22435 0.07115 0.01039
790 4 5.74609 0.11727 0.03523
790 5 6.12971 0.13113 0.24238
790 6 6.30002 0.12245 0.05114
790 7 8.54429 0.23685 0.28662
790 8 8.99227 0.17088 0.37895
790 9 9.13225 0.27761 0.26188
791 1 3.50038 0.06153 0.00749
791 2 3.87419 0.07964 0.01524
791 3 4.24314 0.07358 0.00957
791 4 5.76879 0.11865 0.03448
791 5 6.12449 0.13277 0.20926
791 6 6.29070 0.12090 0.04882
791 7 8.53344 0.24044 0.30625
791 8 9.00310 0.17788 0.31938
791 9 9.10341 0.27544 0.30130
792 1 3.55875 0.06314 0.00816
792 2 3.88351 0.08349 0.01513
792 3 4.26880 0.07419 0.00923
792 4 5.79049 0.12073 0.03379
792 5 6.11795 0.13472 0.18283
792 6 6.28167 0.12206 0.04675
792 7 8.52262 0.24745 0.33873
792 8 9.01386 0.18550 0.29507
792 9 9.07637 0.27487 0.35947
793 1 3.61439 0.06567 0.00884
793 2 3.88384 0.08166 0.01564
793 3 4.29956 0.07312 0.00936
793 4 5.81112 0.12189 0.03321
793 5 6.11022 0.13608 0.16345
793 6 6.27298 0.13658 0.04468
793 7 8.51195 0.27004 0.39639
793 8 9.02444 0.19260 0.28308
793 9 9.05130 0.27472 0.48703
794 1 3.66703 0.06257 0.00979
794 2 3.87767 0.07972 0.01487
794 3 4.33320 0.07365 0.00980
794 4 5.83060 0.13106 0.03277
794 5 6.10147 0.13853 0.14507
794 6 6.26461 0.12586 0.04267
794 7 8.50157 0.25578 0.53211
794 8 9.02822 0.27237 0.93378
794 9 9.03473 0.21167 0.24346
795 1 3.71638 0.05913 0.01231
795 2 3.86723 0.07513 0.01523
795 3 4.36771 0.07323 0.01074
795 4 5.84883 0.12260 0.03232
795 5 6.09190 0.14113 0.12446
795 6 6.25658 0.12591 0.04073
795 7 8.49168 0.23554 0.71077
795 8 9.00717 0.27889 0.39459
795 9 9.04456 0.21694 0.26993
796 1 3.76210 0.05550 0.01421
796 2 3.85437 0.07156 0.01619
796 3 4.40155 0.07869 0.01221
796 4 5.86577 0.12121 0.03217
796 5 6.08177 0.14365 0.12086
796 6 6.24899 0.12721 0.03939
796 7 8.48242 0.20575 0.22803
796 8 8.98823 0.28498 0.37778
796 9 9.05385 0.22839 0.23622
797 1 3.80386 0.05226 0.01600
797 2 3.84043 0.07896 0.02258
797 3 4.43357 0.07272 0.01452
797 4 5.88133 0.12122 0.03197
797 5 6.07137 0.13819 0.11360
797 6 6.24189 0.12846 0.03790
797 7 8.47384 0.21978 0.19614
797 8 8.97141 0.29046 0.35335
797 9 9.06243 0.24334 0.22639
798 1 3.82646 0.07047 0.01839
798 2 3.84136 0.04430 0.01923
798 3 4.46295 0.07352 0.02037
798 4 5.89548 0.12127 0.03211
798 5 6.06093 0.13225 0.10955
798 6 6.23535 0.12908 0.03670
798 7 8.46611 0.21518 0.17975
798 8 8.95669 0.29667 0.34921
798 9 9.07019 0.25288 0.21876
799 1 3.81321 0.08488 0.02300
799 2 3.87428 0.04447 0.01922
799 3 4.48906 0.07557 0.01809
799 4 5.90816 0.12095 0.03245
799 5 6.05077 0.12570 0.11541
799 6 6.22951 0.13187 0.03560
799 7 8.45930 0.21236 0.16814
799 8 8.94407 0.31228 0.32694
799 9 9.07709 0.26488 0.21215
800 1 3.80137 0.03063 0.02476
800 2 3.90228 0.04339 0.02371
800 3 4.51149 0.07963 0.01564
800 4 5.91931 0.12129 0.03360
800 5 6.04121 0.12285 0.08914
800 6 6.22444 0.13422 0.03479
800 7 8.45352 0.20984 0.15988
800 8 8.93361 0.32222 0.31572
800 9 9.08296 0.28590 0.20740
801 1 3.79133 0.02979 0.03620
801 2 3.92509 0.04081 0.03358
801 3 4.52980 0.08487 0.01479
801 4 5.92885 0.12159 0.03560
801 5 6.03260 0.12354 0.07064
801 6 6.22027 0.13993 0.03384
801 7 8.44881 0.20733 0.15398
801 8 8.92521 0.34126 0.31051
801 9 9.08776 0.33512 0.20366
802 1 3.78350 0.02943 0.02819
802 2 3.94242 0.03899 0.02432
802 3 4.54377 0.09617 0.01427
802 4 5.93658 0.12282 0.06930
802 5 6.02535 0.12350 0.06285
802 6 6.21704 0.13644 0.03347
802 7 8.44524 0.20493 0.15059
802 8 8.91895 0.34405 0.30189
802 9 9.09142 0.30078 0.20109
803 1 3.77813 0.02924 0.02542
803 2 3.95411 0.03689 0.01236
803 3 4.55322 0.09986 0.01392
803 4 5.94216 0.12473 0.08652
803 5 6.01998 0.12894 0.05502
803 6 6.21485 0.13578 0.03318
803 7 8.44285 0.20267 0.14810
803 8 8.91478 0.33284 0.30013
803 9 9.09387 0.29105 0.19897
804 1 3.77544 0.02919 0.02420
804 2 3.95999 0.03623 0.01172
804 3 4.55795 0.09439 0.01375
804 4 5.94512 0.12052 0.09825
804 5 6.01707 0.13272 0.02103
804 6 6.21374 0.13539 0.03307
804 7 8.44162 0.21499 0.14610
804 8 8.91268 0.33034 0.30139
804 9 9.09510 0.28859 0.19846
805 1 3.49894 0.06146 0.00747
805 2 3.87877 0.08502 0.01521
805 3 4.23925 0.07272 0.00965
805 4 5.77002 0.11519 0.03442
805 5 6.12431 0.12924 0.20654
805 6 6.28974 0.12038 0.04824
805 7 8.53353 0.24068 0.30591
805 8 9.00331 0.17731 0.31847
805 9 9.10356 0.27491 0.30036
806 1 3.55611 0.06243 0.00813
806 2 3.89113 0.08438 0.01524
806 3 4.26275 0.07128 0.00924
806 4 5.79295 0.11711 0.03373
806 5 6.11762 0.13089 0.18095
806 6 6.27966 0.12036 0.04590
806 7 8.52268 0.24974 0.33808
806 8 9.01440 0.18455 0.29796
806 9 9.07661 0.27411 0.35774
807 1 3.61076 0.06530 0.00878
807 2 3.89272 0.08218 0.01662
807 3 4.29324 0.07184 0.00913
807 4 5.81477 0.11962 0.03311
807 5 6.10983 0.13346 0.16169
807 6 6.26977 0.12187 0.04354
807 7 8.51189 0.26729 0.39633
807 8 9.02537 0.19015 0.29532
807 9 9.05148 0.27425 0.47868
808 1 3.66268 0.06240 0.00969
808 2 3.88636 0.08076 0.01478
808 3 4.32813 0.07574 0.00960
808 4 5.83543 0.12505 0.03269
808 5 6.10111 0.13744 0.14377
808 6 6.26009 0.12507 0.04140
808 7 8.50133 0.24979 0.53659
808 8 9.02825 0.27188 0.83928
808 9 9.03610 0.20636 0.26912
809 1 3.71158 0.05893 0.01211
809 2 3.87479 0.08486 0.01499
809 3 4.36495 0.07279 0.01051
809 4 5.85471 0.12577 0.03227
809 5 6.09163 0.14173 0.12336
809 6 6.25067 0.14548 0.03933
809 7 8.49117 0.24028 0.68504
809 8 9.00696 0.27648 0.39529
809 9 9.04645 0.21404 0.26183
810 1 3.75718 0.05445 0.01399
810 2 3.86022 0.06825 0.01554
810 3 4.40173 0.07819 0.01201
810 4 5.87257 0.12183 0.03203
810 5 6.08168 0.14676 0.12022
810 6 6.24162 0.13065 0.03740
810 7 8.48155 0.20628 0.22595
810 8 8.98766 0.28663 0.37543
810 9 9.05628 0.22741 0.23382
811 1 3.79912 0.05155 0.01665
811 2 3.84424 0.08071 0.01729
811 3 4.43711 0.07253 0.01454
811 4 5.88891 0.12092 0.03208
811 5 6.07155 0.14768 0.11259
811 6 6.23298 0.13001 0.03559
811 7 8.47261 0.22085 0.19427
811 8 8.97039 0.29091 0.35407
811 9 9.06545 0.24028 0.22372
812 1 3.82805 0.07093 0.01689
812 2 3.83716 0.04268 0.01883
812 3 4.47003 0.07346 0.03053
812 4 5.90363 0.12077 0.03228
812 5 6.06147 0.14530 0.10827
812 6 6.22492 0.13006 0.03437
812 7 8.46443 0.21530 0.17619
812 8 8.95516 0.29736 0.37325
812 9 9.07388 0.25072 0.21563
813 1 3.81255 0.08736 0.02299
813 2 3.87092 0.04208 0.01890
813 3 4.49976 0.07561 0.01658
813 4 5.91667 0.12025 0.03337
813 5 6.05179 0.13429 0.11342
813 6 6.21758 0.13293 0.03301
813 7 8.45715 0.21344 0.16440
813 8 8.94194 0.31161 0.32323
813 9 9.08140 0.26436 0.20936
814 1 3.79843 0.03506 0.02684
814 2 3.90015 0.03868 0.02290
814 3 4.52576 0.07987 0.01478
814 4 5.92795 0.11920 0.03516
814 5 6.04280 0.13001 0.09180
814 6 6.21101 0.13228 0.03210
814 7 8.45082 0.21095 0.15684
814 8 8.93079 0.31886 0.31293
814 9 9.08794 0.28264 0.20405
815 1 3.78620 0.02940 0.03251
815 2 3.92452 0.03600 0.03162
815 3 4.54758 0.08773 0.01385
815 4 5.93742 0.11811 0.07586
815 5 6.03479 0.13062 0.07366
815 6 6.20543 0.13797 0.03105
815 7 8.44554 0.20871 0.15089
815 8 8.92167 0.33247 0.30691
815 9 9.09342 0.30682 0.19983
816 1 3.77628 0.02930 0.02501
816 2 3.94377 0.03368 0.02246
816 3 4.56491 0.09466 0.01334
816 4 5.94497 0.11748 0.10286
816 5 6.02811 0.13295 0.06012
816 6 6.20097 0.13454 0.03050
816 7 8.44138 0.20598 0.14627
816 8 8.91460 0.33463 0.30065
816 9 9.09777 0.31959 0.19718
817 1 3.76896 0.02969 0.02229
817 2 3.95771 0.03311 0.01219
817 3 4.57747 0.11089 0.01304
817 4 5.95052 0.11921 0.17768
817 5 6.02304 0.13727 0.05342
817 6 6.19767 0.13496 0.03003
817 7 8.43838 0.20379 0.14409
817 8 8.90953 0.35390 0.29710
817 9 9.10092 0.30487 0.19487
818 1 3.76452 0.02979 0.02123
818 2 3.96613 0.03148 0.01191
818 3 4.58509 0.09962 0.01288
818 4 5.95397 0.11259 0.16553
818 5 6.01980 0.14767 0.05223
818 6 6.19566 0.13425 0.02968
818 7 8.43655 0.21602 0.14321
818 8 8.90650 0.37030 0.29372
818 9 9.10284 0.30706 0.19342
819 1 3.76302 0.02949 0.02081
819 2 3.96895 0.03112 0.01171
819 3 4.58763 0.09978 0.01282
819 4 5.95514 0.11113 0.12990
819 5 6.01872 0.14111 0.05167
819 6 6.19497 0.13518 0.02956
819 7 8.43595 0.21675 0.14222
819 8 8.90548 0.36178 0.29268
819 9 9.10347 0.32004 0.19352
820 1 3.60956 0.06510 0.00875
820 2 3.89571 0.08196 0.00809
820 3 4.29111 0.07088 0.00912
820 4 5.81600 0.11902 0.03308
820 5 6.10971 0.13307 0.16061
820 6 6.26869 0.12062 0.04291
820 7 8.51186 0.27156 0.39640
820 8 9.02567 0.18952 0.33423
820 9 9.05151 0.27382 0.46992
821 1 3.66050 0.06226 0.00964
821 2 3.89068 0.08098 0.01417
821 3 4.32565 0.07301 0.00951
821 4 5.83783 0.12270 0.03267
821 5 6.10093 0.13645 0.14281
821 6 6.25781 0.12195 0.04047
821 7 8.50121 0.25028 0.53917
821 8 9.02825 0.27061 0.69895
821 9 9.03679 0.20400 0.31122
822 1 3.70870 0.05890 0.01199
822 2 3.87916 0.08234 0.01483
822 3 4.36351 0.07265 0.01035
822 4 5.85824 0.13073 0.03227
822 5 6.09148 0.14066 0.12264
822 6 6.24708 0.12547 0.03831
822 7 8.49087 0.24606 0.67543
822 8 9.00681 0.27365 0.39665
822 9 9.04759 0.21393 0.25686
823 1 3.75385 0.05460 0.01384
823 2 3.86379 0.07884 0.01543
823 3 4.40230 0.07800 0.01188
823 4 5.87710 0.12478 0.03198
823 5 6.08168 0.14559 0.11975
823 6 6.23658 0.13178 0.03626
823 7 8.48098 0.20689 0.22457
823 8 8.98727 0.28106 0.37658
823 9 9.05790 0.22591 0.23211
824 1 3.79570 0.05093 0.01742
824 2 3.84643 0.07574 0.01683
824 3 4.44029 0.07224 0.01460
824 4 5.89425 0.12210 0.03207
824 5 6.07182 0.15038 0.11180
824 6 6.22645 0.15143 0.03435
824 7 8.47169 0.21774 0.19298
824 8 8.96967 0.29394 0.35481
824 9 9.06764 0.23867 0.22180
825 1 3.82850 0.07178 0.01127
825 2 3.83393 0.05925 0.01626
825 3 4.47626 0.07351 0.02111
825 4 5.90954 0.12047 0.03251
825 5 6.06216 0.14354 0.10708
825 6 6.21683 0.13211 0.03260
825 7 8.46311 0.21596 0.17378
825 8 8.95399 0.30164 0.35161
825 9 9.07667 0.25104 0.21336
826 1 3.81105 0.08715 0.02300
826 2 3.86825 0.03924 0.01851
826 3 4.50933 0.07593 0.01524
826 4 5.92282 0.11977 0.03395
826 5 6.05317 0.13948 0.11135
826 6 6.20786 0.14017 0.03101
826 7 8.45538 0.21434 0.16261
826 8 8.94029 0.31834 0.32279
826 9 9.08482 0.25958 0.20666
827 1 3.79486 0.03611 0.03023
827 2 3.89835 0.03553 0.02225
827 3 4.53877 0.07977 0.01387
827 4 5.93394 0.11809 0.03770
827 5 6.04511 0.13701 0.09862
827 6 6.19974 0.13177 0.02998
827 7 8.44857 0.21173 0.15431
827 8 8.92854 0.32393 0.31069
827 9 9.09202 0.27371 0.20142
828 1 3.78056 0.02990 0.02638
828 2 3.92395 0.03325 0.03268
828 3 4.56407 0.08642 0.01312
828 4 5.94285 0.11545 0.09582
828 5 6.03833 0.13853 0.07588
828 6 6.19263 0.13512 0.02890
828 7 8.44279 0.20987 0.14872
828 8 8.91874 0.33273 0.30229
828 9 9.09819 0.29028 0.19750
829 1 3.76857 0.03032 0.02196
829 2 3.94482 0.03068 0.02104
829 3 4.58482 0.09327 0.01263
829 4 5.94947 0.11283 0.16602
829 5 6.03305 0.15509 0.06533
829 6 6.18670 0.13360 0.02814
829 7 8.43805 0.20734 0.14433
829 8 8.91091 0.34078 0.29920
829 9 9.10323 0.32365 0.19387
830 1 3.75928 0.02932 0.02058
830 2 3.96068 0.02955 0.01179
830 3 4.60065 0.10262 0.01239
830 4 5.95403 0.11151 0.17167
830 5 6.02934 0.14767 0.05936
830 6 6.18211 0.13325 0.11452
830 7 8.43445 0.20516 0.14085
830 8 8.90507 0.36244 0.29315
830 9 9.10704 0.32123 0.19225
831 1 3.75295 0.02766 0.01999
831 2 3.97135 0.02794 0.01165
831 3 4.61135 0.10804 0.01220
831 4 5.95676 0.10685 0.13198
831 5 6.02709 0.16690 0.05496
831 6 6.17896 0.13337 0.10321
831 7 8.43205 0.20320 0.13888
831 8 8.90117 0.36734 0.29331
831 9 9.10964 0.29662 0.18967
832 1 3.74971 0.02692 0.01958
832 2 3.97675 0.02721 0.01111
832 3 4.61674 0.10180 0.01215
832 4 5.95799 0.10417 0.01641
832 5 6.02604 0.15116 0.05506
832 6 6.17737 0.13335 0.10824
832 7 8.43082 0.21722 0.13972
832 8 8.89922 0.41235 0.28999
832 9 9.11093 0.28956 0.18961
833 1 3.70774 0.05903 0.01193
833 2 3.88060 0.08277 0.01509
833 3 4.36303 0.07270 0.01030
833 4 5.85944 0.12640 0.03230
833 5 6.09145 0.14058 0.12229
833 6 6.24588 0.12419 0.03771
833 7 8.49075 0.24786 0.65675
833 8 9.00675 0.27487 0.39836
833 9 9.04795 0.21180 0.25520
834 1 3.75217 0.05441 0.01374
834 2 3.86546 0.07987 0.01542
834 3 4.40269 0.07784 0.01183
834 4 5.87935 0.13277 0.03201
834 5 6.08171 0.14491 0.11939
834 6 6.23403 0.12902 0.03542
834 7 8.48068 0.20202 0.22382
834 8 8.98709 0.27882 0.37831
834 9 9.05874 0.22755 0.23123
835 1 3.79360 0.05065 0.01756
835 2 3.84751 0.07414 0.01678
835 3 4.44250 0.07222 0.01500
835 4 5.89740 0.12565 0.03215
835 5 6.07203 0.15275 0.11115
835 6 6.22246 0.13466 0.03344
835 7 8.47115 0.21430 0.19206
835 8 8.96922 0.30232 0.35587
835 9 9.06896 0.23871 0.22076
836 1 3.82844 0.07271 0.01320
836 2 3.83174 0.05266 0.01459
836 3 4.48091 0.07350 0.01907
836 4 5.91335 0.12394 0.03286
836 5 6.06282 0.14749 0.10591
836 6 6.21128 0.14605 0.03163
836 7 8.46224 0.21613 0.17314
836 8 8.95321 0.30784 0.34893
836 9 9.07853 0.25494 0.21213
837 1 3.80946 0.03903 0.02309
