# 8x8x1 supercell for harmonic, 6x6x1 supercell for cubic ifcs
# 100x100x1 k points for kappa
# cubic ifcs up to 8NN shell trained with ordinary least squares by 200 configurations.
# Temperature = 300 K
"k index (irred.)" "branch index" "f (THz)" "1/tau_3ph (THz)" "1/tau_iso (THz)"
78 6 6.57286 0.12187 0.02687
78 7 8.60407 0.13297 0.34872
78 8 8.89277 0.19572 0.34869
78 9 9.74412 0.26120 0.10511
79 1 2.40451 0.05681 0.00149
79 2 2.65642 0.07352 0.00239
79 3 4.17572 0.10501 0.00667
79 4 5.32836 0.11024 0.04245
79 5 6.03938 0.10957 0.07897
79 6 6.54789 0.12093 0.02803
79 7 8.59823 0.13538 0.33530
79 8 8.89865 0.20134 0.35790
79 9 9.69292 0.24663 0.10830
80 1 2.51610 0.07608 0.00174
80 2 2.71148 0.07337 0.00263
80 3 4.25438 0.09769 0.01019
80 4 5.34047 0.10957 0.04397
80 5 6.06561 0.10854 0.09608
80 6 6.52540 0.12004 0.02968
80 7 8.59193 0.13758 0.32557
80 8 8.90441 0.20748 0.36894
80 9 9.64196 0.24231 0.11190
81 1 2.62603 0.06451 0.00202
81 2 2.76329 0.06276 0.00288
81 3 4.32654 0.09890 0.01114
81 4 5.35222 0.10883 0.04551
81 5 6.08938 0.10715 0.09562
81 6 6.50562 0.11923 0.06617
81 7 8.58528 0.14296 0.31936
81 8 8.91001 0.21391 0.38252
81 9 9.59150 0.24332 0.11625
82 1 2.73401 0.10484 0.00236
82 2 2.81189 0.06173 0.00316
82 3 4.39211 0.09780 0.01371
82 4 5.36356 0.10857 0.04700
82 5 6.11058 0.10742 0.13887
82 6 6.48874 0.11821 0.07420
82 7 8.57838 0.14355 0.31506
82 8 8.91538 0.20653 0.39840
82 9 9.54182 0.24541 0.12119
83 1 2.83975 0.14368 0.00272
83 2 2.85734 0.05861 0.00344
83 3 4.45105 0.09203 0.02006
83 4 5.37447 0.10847 0.04877
83 5 6.12911 0.10798 0.20755
83 6 6.47489 0.11729 0.08671
83 7 8.57128 0.14268 0.31384
83 8 8.92047 0.20698 0.41566
83 9 9.49320 0.26298 0.12683
84 1 2.89969 0.07261 0.00374
84 2 2.94295 0.13374 0.00324
84 3 4.50345 0.08938 0.02129
84 4 5.38496 0.10832 0.05043
84 5 6.14494 0.10903 0.23032
84 6 6.46407 0.11634 0.10089
84 7 8.56405 0.14484 0.31568
84 8 8.92521 0.21016 0.43731
84 9 9.44595 0.28168 0.13330
85 1 2.93903 0.06354 0.00402
85 2 3.04334 0.12644 0.00387
85 3 4.54944 0.08865 0.01935
85 4 5.39495 0.10860 0.05232
85 5 6.15801 0.11024 0.18528
85 6 6.45630 0.11562 0.12359
85 7 8.55683 0.15370 0.32041
85 8 8.92962 0.21212 0.46106
85 9 9.40032 0.28106 0.14075
86 1 2.97545 0.05777 0.00437
86 2 3.14057 0.11031 0.00475
86 3 4.58919 0.06588 0.01930
86 4 5.40448 0.10894 0.05415
86 5 6.16829 0.11174 0.17003
86 6 6.45144 0.11537 0.16152
86 7 8.54966 0.16536 0.32773
86 8 8.93364 0.20824 0.48948
86 9 9.35664 0.28237 0.14936
87 1 3.00905 0.05445 0.00470
87 2 3.23434 0.10056 0.00617
87 3 4.62307 0.07173 0.01995
87 4 5.41350 0.10967 0.05627
87 5 6.17587 0.11323 0.16192
87 6 6.44929 0.11584 0.17880
87 7 8.54265 0.14620 0.33848
87 8 8.93723 0.21510 0.52081
87 9 9.31512 0.26258 0.15935
88 1 3.03993 0.05163 0.00506
88 2 3.32428 0.08552 0.00602
88 3 4.65143 0.07084 0.02112
88 4 5.42196 0.11001 0.05841
88 5 6.18085 0.11469 0.15479
88 6 6.44959 0.11795 0.29890
88 7 8.53584 0.13447 0.35284
88 8 8.94044 0.22370 0.55920
88 9 9.27603 0.25299 0.17096
89 1 3.06814 0.04906 0.00544
89 2 3.41002 0.07997 0.00637
89 3 4.67472 0.07224 0.02253
89 4 5.42987 0.11265 0.06075
89 5 6.18328 0.11587 0.21536
89 6 6.45198 0.12358 0.16053
89 7 8.52937 0.13522 0.37133
89 8 8.94326 0.23253 0.60010
89 9 9.23951 0.25536 0.18451
90 1 3.09383 0.04645 0.00583
90 2 3.49114 0.08070 0.00704
90 3 4.69349 0.06884 0.02437
90 4 5.43722 0.11536 0.06321
90 5 6.18343 0.11680 0.16852
90 6 6.45612 0.14377 0.13641
90 7 8.52325 0.13662 0.39484
90 8 8.94569 0.24316 0.64776
90 9 9.20582 0.24629 0.20037
91 1 3.11703 0.04404 0.00625
91 2 3.56723 0.06767 0.00788
91 3 4.70824 0.07481 0.02680
91 4 5.44396 0.11984 0.06593
91 5 6.18154 0.11738 0.16119
91 6 6.46158 0.12769 0.12208
91 7 8.51752 0.13825 0.42516
91 8 8.94779 0.25526 0.70462
91 9 9.17506 0.24357 0.21898
92 1 3.13784 0.04203 0.00668
92 2 3.63780 0.07074 0.00893
92 3 4.71957 0.07858 0.02947
92 4 5.45011 0.13527 0.06908
92 5 6.17794 0.11735 0.17212
92 6 6.46790 0.12468 0.11093
92 7 8.51228 0.13994 0.46336
92 8 8.94952 0.26885 0.77605
92 9 9.14733 0.24261 0.24090
93 1 3.15627 0.04040 0.00713
93 2 3.70238 0.07625 0.01208
93 3 4.72803 0.08351 0.03167
93 4 5.45559 0.12416 0.07265
93 5 6.17300 0.11711 0.18240
93 6 6.47471 0.12417 0.10414
93 7 8.50757 0.14145 0.51578
93 8 8.95099 0.28499 0.84354
93 9 9.12265 0.24304 0.27134
94 1 3.17237 0.03926 0.00766
94 2 3.76042 0.08481 0.01478
94 3 4.73411 0.09898 0.03607
94 4 5.46045 0.11937 0.07674
94 5 6.16718 0.11667 0.19470
94 6 6.48157 0.12508 0.09820
94 7 8.50337 0.14255 0.58784
94 8 8.95219 0.30292 0.93525
94 9 9.10113 0.24440 0.30145
95 1 3.18619 0.03833 0.00824
95 2 3.81144 0.09719 0.01646
95 3 4.73834 0.08205 0.03846
95 4 5.46462 0.11766 0.08152
95 5 6.16094 0.11630 0.20960
95 6 6.48817 0.12713 0.09342
95 7 8.49975 0.14370 0.69593
95 8 8.95315 0.32331 1.03569
95 9 9.08275 0.24590 0.33718
96 1 3.19768 0.03761 0.00892
96 2 3.85494 0.11735 0.01764
96 3 4.74116 0.07615 0.04260
96 4 5.46812 0.11761 0.08904
96 5 6.15477 0.11702 0.22797
96 6 6.49416 0.13065 0.09034
96 7 8.49669 0.14448 0.91411
96 8 8.95390 0.34703 1.17027
96 9 9.06749 0.24822 0.38367
97 1 3.20691 0.03707 0.00977
97 2 3.89044 0.14034 0.02154
97 3 4.74296 0.06684 0.04226
97 4 5.47094 0.11802 0.09877
97 5 6.14913 0.11964 0.25395
97 6 6.49929 0.13563 0.08837
97 7 8.49423 0.14548 1.17205
97 8 8.95447 0.37694 1.34521
97 9 9.05532 0.25096 0.43654
98 1 3.21384 0.03960 0.01144
98 2 3.91745 0.15424 0.03979
98 3 4.74401 0.06494 0.04603
98 4 5.47304 0.11768 0.11619
98 5 6.14449 0.14670 0.28795
98 6 6.50334 0.14265 0.08918
98 7 8.49237 0.14525 0.91808
98 8 8.95489 0.41450 1.74679
98 9 9.04624 0.25317 0.51306
99 1 3.21845 0.03983 0.01505
99 2 3.93568 0.04942 0.02417
99 3 4.74458 0.06379 0.05112
99 4 5.47445 0.11749 0.12874
99 5 6.14116 0.11052 0.34062
99 6 6.50613 0.15568 0.09028
99 7 8.49114 0.14591 0.91348
99 8 8.95513 0.45535 2.23711
99 9 9.04021 0.25448 0.59846
100 1 3.22076 0.03989 0.01209
100 2 3.94488 0.04975 0.09727
100 3 4.74485 0.06479 0.06524
100 4 5.47517 0.11740 0.10289
100 5 6.13942 0.10492 0.50326
100 6 6.50753 0.20689 0.09117
100 7 8.49051 0.14664 1.02905
100 8 8.95528 0.49259 1.55816
100 9 9.03721 0.25449 2.21076
101 1 0.06696 0.00028 0.00000
101 2 0.39276 0.00430 0.00000
101 3 0.62476 0.00491 0.00002
101 4 5.03759 0.13539 0.02314
101 5 5.06448 0.13764 0.02350
101 6 7.22740 0.13338 0.03186
101 7 8.60932 0.12502 0.54518
101 8 8.68022 0.12900 0.02491
101 9 10.62767 0.27613 0.07053
102 1 0.09856 0.00046 0.00000
102 2 0.49382 0.00605 0.00001
102 3 0.78438 0.00588 0.00004
102 4 5.04155 0.13918 0.02298
102 5 5.08346 0.14345 0.02377
102 6 7.21774 0.13308 0.03165
102 7 8.61061 0.12505 0.55406
102 8 8.68993 0.13031 0.02655
102 9 10.61667 0.28009 0.07054
103 1 0.13829 0.00074 0.00000
103 2 0.59843 0.00739 0.00002
103 3 0.94973 0.00564 0.00007
103 4 5.04662 0.14683 0.02254
103 5 5.10717 0.16706 0.02474
103 6 7.20557 0.13260 0.03056
103 7 8.61220 0.12501 0.56420
103 8 8.70133 0.13204 0.02936
103 9 10.60267 0.28653 0.06861
104 1 0.18586 0.00110 0.00000
104 2 0.70452 0.01017 0.00003
104 3 1.11749 0.00671 0.00012
104 4 5.05273 0.15486 0.02266
104 5 5.13517 0.15273 0.02601
104 6 7.19097 0.13233 0.03050
104 7 8.61403 0.12478 0.58057
104 8 8.71374 0.13392 0.03312
104 9 10.58576 0.30099 0.06929
105 1 0.24089 0.00193 0.00001
105 2 0.81098 0.00857 0.00004
105 3 1.28588 0.00959 0.00018
105 4 5.05984 0.18283 0.02303
105 5 5.16707 0.14812 0.02746
105 6 7.17406 0.13207 0.03049
105 7 8.61604 0.12441 0.60096
105 8 8.72672 0.13619 0.03782
105 9 10.56607 0.30098 0.07031
106 1 0.30298 0.00283 0.00001
106 2 0.91718 0.00973 0.00006
106 3 1.45385 0.01454 0.00027
106 4 5.06796 0.16428 0.02334
106 5 5.20236 0.13654 0.02956
106 6 7.15503 0.13077 0.03046
106 7 8.61816 0.12377 0.63894
106 8 8.73979 0.13868 0.04357
106 9 10.54370 0.30814 0.07152
107 1 0.37170 0.00231 0.00002
107 2 1.02265 0.01029 0.00009
107 3 1.62066 0.02072 0.00038
107 4 5.07699 0.15533 0.02386
107 5 5.24058 0.12884 0.03170
107 6 7.13395 0.13162 0.03038
107 7 8.62038 0.12293 0.67048
107 8 8.75262 0.14150 0.05055
107 9 10.51879 0.34500 0.07286
108 1 0.44659 0.00335 0.00003
108 2 1.12709 0.01233 0.00012
108 3 1.78578 0.02502 0.00053
108 4 5.08685 0.14805 0.02433
108 5 5.28123 0.12345 0.03476
108 6 7.11099 0.13110 0.03023
108 7 8.62260 0.12172 0.72533
108 8 8.76491 0.14468 0.05898
108 9 10.49148 0.33503 0.07427
109 1 0.52722 0.00613 0.00004
109 2 1.23022 0.01527 0.00016
109 3 1.94877 0.03689 0.00071
109 4 5.09752 0.14205 0.02491
109 5 5.32389 0.11978 0.03818
109 6 7.08625 0.13050 0.03000
109 7 8.62476 0.12022 0.78511
109 8 8.77651 0.14839 0.07099
109 9 10.46186 0.34334 0.07574
110 1 0.61310 0.00904 0.00005
110 2 1.33184 0.01550 0.00020
110 3 2.10928 0.03890 0.00095
110 4 5.10891 0.13926 0.02549
110 5 5.36814 0.11482 0.04293
110 6 7.05990 0.12976 0.02971
110 7 8.62680 0.11898 0.86176
110 8 8.78734 0.15274 0.08525
110 9 10.43008 0.33788 0.07725
111 1 0.70379 0.00857 0.00007
111 2 1.43176 0.01486 0.00025
111 3 2.26698 0.04213 0.00123
111 4 5.12093 0.13609 0.02616
111 5 5.41350 0.11371 0.04988
111 6 7.03199 0.12972 0.02919
111 7 8.62863 0.11790 0.97054
111 8 8.79732 0.15852 0.10178
111 9 10.39629 0.32957 0.07828
112 1 0.79883 0.01102 0.00010
112 2 1.52981 0.02137 0.00031
112 3 2.42159 0.04774 0.00159
112 4 5.13353 0.13572 0.02686
112 5 5.45961 0.11287 0.06646
112 6 7.00273 0.12942 0.02873
112 7 8.63019 0.11687 1.14942
112 8 8.80646 0.16701 0.12404
112 9 10.36056 0.32317 0.07971
113 1 0.89776 0.01154 0.00012
113 2 1.62585 0.02631 0.00038
113 3 2.57285 0.03993 0.00204
113 4 5.14660 0.13497 0.02762
113 5 5.50611 0.11245 0.05554
113 6 6.97224 0.12969 0.02826
113 7 8.63147 0.11597 1.53680
113 8 8.81483 0.18200 0.14970
113 9 10.32299 0.30424 0.08123
114 1 1.00013 0.01462 0.00016
114 2 1.71974 0.03014 0.00046
114 3 2.72051 0.03545 0.00261
114 4 5.16006 0.13692 0.02843
114 5 5.55264 0.11293 0.04432
114 6 6.94065 0.12976 0.02778
114 7 8.63237 0.11522 1.41952
114 8 8.82247 0.19411 0.17985
114 9 10.28372 0.29203 0.08280
115 1 1.10552 0.01736 0.00020
115 2 1.81135 0.03073 0.00055
115 3 2.86433 0.04668 0.00337
115 4 5.17379 0.13372 0.02928
115 5 5.59886 0.11425 0.03894
115 6 6.90815 0.13128 0.02730
115 7 8.63285 0.11443 1.27499
115 8 8.82955 0.16479 0.20961
115 9 10.24283 0.27887 0.08440
116 1 1.21350 0.01803 0.00024
116 2 1.90055 0.03362 0.00065
116 3 3.00410 0.05251 0.00449
116 4 5.18776 0.13375 0.03023
116 5 5.64455 0.11590 0.03552
116 6 6.87493 0.13600 0.02683
116 7 8.63288 0.11388 1.20346
116 8 8.83614 0.16166 0.23968
116 9 10.20041 0.26793 0.08602
117 1 1.32364 0.01890 0.00030
117 2 1.98723 0.04282 0.00076
117 3 3.13958 0.05663 0.00644
117 4 5.20188 0.12929 0.03114
117 5 5.68940 0.11821 0.03333
117 6 6.84117 0.13355 0.02638
117 7 8.63240 0.11364 1.42524
117 8 8.84241 0.16181 0.26258
117 9 10.15655 0.29517 0.08763
118 1 1.43556 0.02272 0.00036
118 2 2.07128 0.04845 0.00088
118 3 3.27059 0.05876 0.00801
118 4 5.21606 0.12341 0.03216
118 5 5.73323 0.12303 0.03174
118 6 6.80715 0.13228 0.02598
118 7 8.63138 0.11333 1.51581
118 8 8.84840 0.16329 0.28215
118 9 10.11137 0.26767 0.08914
119 1 1.54885 0.02698 0.00044
119 2 2.15258 0.06037 0.00102
119 3 3.39692 0.06452 0.00737
119 4 5.23021 0.12106 0.03319
119 5 5.77580 0.12630 0.03076
119 6 6.77306 0.12999 0.02563
119 7 8.62980 0.11673 1.10485
119 8 8.85425 0.16522 0.29533
119 9 10.06493 0.26855 0.09081
120 1 1.66316 0.03426 0.00052
120 2 2.23105 0.05103 0.00116
120 3 3.51833 0.07388 0.00773
120 4 5.24433 0.11865 0.03428
120 5 5.81696 0.12463 0.03027
120 6 6.73924 0.12901 0.02539
120 7 8.62761 0.12172 0.92553
120 8 8.86007 0.16794 0.30556
120 9 10.01739 0.32733 0.09258
121 1 1.77812 0.03089 0.00062
121 2 2.30659 0.04431 0.00132
121 3 3.63465 0.06953 0.00877
121 4 5.25833 0.11720 0.03540
121 5 5.85654 0.11996 0.03041
121 6 6.70594 0.12857 0.02528
121 7 8.62485 0.12760 0.81819
121 8 8.86588 0.17113 0.31329
121 9 9.96882 0.39016 0.09446
122 1 1.89338 0.01665 0.00074
122 2 2.37910 0.04478 0.00150
122 3 3.74567 0.07313 0.01599
122 4 5.27212 0.11537 0.03655
122 5 5.89437 0.11702 0.03138
122 6 6.67347 0.12904 0.02530
122 7 8.62146 0.13202 0.72756
122 8 8.87173 0.17513 0.32485
122 9 9.91938 0.36182 0.09647
123 1 2.00862 0.01472 0.00087
123 2 2.44853 0.05159 0.00168
123 3 3.85116 0.07490 0.01591
123 4 5.28573 0.11388 0.03791
123 5 5.93034 0.11466 0.03616
123 6 6.64211 0.13452 0.02549
123 7 8.61747 0.13461 0.66291
123 8 8.87763 0.18026 0.33118
123 9 9.86923 0.37020 0.09865
124 1 2.12351 0.01719 0.00102
124 2 2.51480 0.04777 0.00188
124 3 3.95090 0.07839 0.00734
124 4 5.29907 0.11261 0.03929
124 5 5.96431 0.11278 0.01632
124 6 6.61225 0.12493 0.02588
124 7 8.61289 0.13256 0.60252
124 8 8.88357 0.18606 0.33783
124 9 9.81853 0.28714 0.10106
125 1 2.23776 0.02950 0.00119
125 2 2.57787 0.05098 0.00209
125 3 4.04474 0.08302 0.00358
125 4 5.31214 0.11171 0.04063
125 5 5.99621 0.11120 0.01876
125 6 6.58416 0.12280 0.02652
125 7 8.60779 0.13346 0.55291
125 8 8.88954 0.19190 0.34534
125 9 9.76748 0.26594 0.10380
126 1 2.35105 0.04797 0.00139
126 2 2.63770 0.07554 0.00231
126 3 4.13249 0.09645 0.00498
126 4 5.32488 0.11089 0.04198
126 5 6.02586 0.10954 0.05876
126 6 6.55814 0.12145 0.02744
126 7 8.60215 0.13538 0.34433
126 8 8.89547 0.19761 0.35399
126 9 9.71633 0.25612 0.10687
127 1 2.46311 0.06882 0.00162
127 2 2.69429 0.06708 0.00255
127 3 4.21391 0.09795 0.01098
127 4 5.33730 0.11011 0.04359
127 5 6.05317 0.10900 0.10479
127 6 6.53449 0.12060 0.02861
127 7 8.59607 0.13771 0.33162
127 8 8.90132 0.20291 0.36403
127 9 9.66528 0.24542 0.11033
128 1 2.57364 0.06647 0.00188
128 2 2.74763 0.06323 0.00281
128 3 4.28895 0.09840 0.01042
128 4 5.34932 0.10962 0.04508
128 5 6.07808 0.10755 0.10131
128 6 6.51341 0.11967 0.03065
128 7 8.58959 0.14078 0.32234
128 8 8.90701 0.21451 0.37569
128 9 9.61461 0.24087 0.11427
129 1 2.68238 0.07646 0.00219
129 2 2.79775 0.06168 0.00307
129 3 4.35742 0.09571 0.01202
129 4 5.36098 0.10894 0.04667
129 5 6.10045 0.10698 0.11924
129 6 6.49515 0.11879 0.07084
129 7 8.58282 0.14759 0.31654
129 8 8.91253 0.20725 0.38961
129 9 9.56458 0.24398 0.11877
130 1 2.78902 0.10947 0.00256
130 2 2.84469 0.05760 0.00339
130 3 4.41936 0.09318 0.01587
130 4 5.37222 0.10869 0.04838
130 5 6.12020 0.10769 0.16574
130 6 6.47983 0.11785 0.08164
130 7 8.57577 0.14813 0.31424
130 8 8.91781 0.20549 0.40651
130 9 9.51547 0.24766 0.12391
131 1 2.88852 0.06551 0.00358
131 2 2.89329 0.14951 0.00298
131 3 4.47470 0.09004 0.02900
131 4 5.38301 0.10830 0.05002
131 5 6.13726 0.10846 0.30547
131 6 6.46754 0.11687 0.09509
131 7 8.56858 0.14720 0.31386
131 8 8.92275 0.20756 0.42658
131 9 9.46757 0.26642 0.12982
132 1 2.92929 0.07159 0.00395
132 2 2.99488 0.17201 0.00354
132 3 4.52357 0.08858 0.02008
132 4 5.39336 0.10829 0.05194
132 5 6.15162 0.10952 0.20044
132 6 6.45831 0.11616 0.11551
132 7 8.56132 0.14978 0.31650
132 8 8.92740 0.21106 0.44832
132 9 9.42119 0.27804 0.13682
133 1 2.96710 0.06005 0.00429
133 2 3.09350 0.11520 0.00426
133 3 4.56617 0.08846 0.01926
133 4 5.40325 0.10862 0.05377
133 5 6.16322 0.11071 0.17547
133 6 6.45204 0.11562 0.14946
133 7 8.55410 0.14076 0.32228
133 8 8.93163 0.20406 0.47583
133 9 9.37658 0.28255 0.14522
134 1 3.00206 0.05623 0.00462
134 2 3.18883 0.10613 0.00554
134 3 4.60271 0.06395 0.01955
134 4 5.41263 0.10926 0.05594
134 5 6.17207 0.11216 0.16667
134 6 6.44860 0.11563 0.17737
134 7 8.54696 0.13981 0.33096
134 8 8.93549 0.21097 0.50484
134 9 9.33401 0.27268 0.15475
135 1 3.03423 0.05325 0.00498
135 2 3.28051 0.09046 0.00592
135 3 4.63359 0.07062 0.02031
135 4 5.42148 0.11015 0.05816
135 5 6.17824 0.11366 0.15984
135 6 6.44770 0.11671 0.15443
135 7 8.54004 0.14314 0.34287
135 8 8.93897 0.21808 0.54065
135 9 9.29375 0.25694 0.16573
136 1 3.06370 0.05052 0.00535
136 2 3.36820 0.08187 0.00616
136 3 4.65919 0.06997 0.02142
136 4 5.42981 0.11185 0.06056
136 5 6.18184 0.11500 0.17328
136 6 6.44908 0.12025 0.18636
136 7 8.53335 0.13535 0.35877
136 8 8.94203 0.22757 0.58337
136 9 9.25600 0.25176 0.17848
137 1 3.09062 0.04784 0.00575
137 2 3.45148 0.07840 0.00672
137 3 4.68003 0.06849 0.02295
137 4 5.43755 0.11391 0.06342
137 5 6.18304 0.11609 0.14255
137 6 6.45234 0.13340 0.15297
137 7 8.52700 0.13680 0.37897
137 8 8.94473 0.23712 0.62727
137 9 9.22099 0.24934 0.19330
138 1 3.11499 0.04537 0.00618
138 2 3.52994 0.06747 0.00747
138 3 4.69661 0.07028 0.02501
138 4 5.44471 0.11686 0.06638
138 5 6.18208 0.11684 0.18556
138 6 6.45714 0.13073 0.13298
138 7 8.52103 0.13847 0.40490
138 8 8.94704 0.24876 0.68276
138 9 9.18879 0.24475 0.21055
139 1 3.13697 0.04332 0.00663
139 2 3.60315 0.06896 0.00829
139 3 4.70950 0.07678 0.02739
139 4 5.45125 0.12481 0.07003
139 5 6.17923 0.11724 0.16685
139 6 6.46302 0.12565 0.11900
139 7 8.51551 0.13988 0.43770
139 8 8.94901 0.26102 0.75242
139 9 9.15959 0.24339 0.23048
140 1 3.15654 0.04146 0.00717
140 2 3.67060 0.07344 0.00951
140 3 4.71924 0.07907 0.02901
140 4 5.45718 0.12997 0.07427
140 5 6.17486 0.11712 0.17545
140 6 6.46955 0.12423 0.10919
140 7 8.51048 0.14137 0.48119
140 8 8.95069 0.27596 0.82730
140 9 9.13345 0.24305 0.25702
141 1 3.17378 0.03996 0.00776
141 2 3.73182 0.08051 0.01324
141 3 4.72641 0.08434 0.03087
141 4 5.46246 0.12108 0.07940
141 5 6.16937 0.11681 0.18690
141 6 6.47639 0.12445 0.10319
141 7 8.50595 0.14277 0.53773
141 8 8.95207 0.29187 0.91890
141 9 9.11039 0.24394 0.28645
142 1 3.18868 0.03922 0.00845
142 2 3.78626 0.09062 0.01909
142 3 4.73147 0.08560 0.03474
142 4 5.46708 0.11835 0.08602
142 5 6.16322 0.11630 0.20025
142 6 6.48310 0.12603 0.09758
142 7 8.50199 0.14405 0.62115
142 8 8.95321 0.31275 1.05548
142 9 9.09049 0.24559 0.32167
143 1 3.20133 0.04242 0.00933
143 2 3.83348 0.10573 0.01588
143 3 4.73492 0.07342 0.03621
143 4 5.47100 0.11749 0.09900
143 5 6.15693 0.11616 0.22032
143 6 6.48937 0.12884 0.09365
143 7 8.49864 0.14459 0.75171
143 8 8.95411 0.33378 1.25364
143 9 9.07370 0.24758 0.36256
144 1 3.21165 0.04162 0.01066
144 2 3.87290 0.12456 0.01919
144 3 4.73717 0.06726 0.03645
144 4 5.47424 0.11790 0.13097
144 5 6.15093 0.11725 0.24277
144 6 6.49491 0.13296 0.09112
144 7 8.49585 0.14555 1.03893
144 8 8.95483 0.36166 1.60934
144 9 9.06003 0.25105 0.41344
145 1 3.21971 0.04090 0.01377
145 2 3.90411 0.13823 0.02379
145 3 4.73855 0.06271 0.03920
145 4 5.47679 0.11796 0.09730
145 5 6.14572 0.12292 0.27733
145 6 6.49947 0.13875 0.08994
145 7 8.49366 0.14672 1.06158
145 8 8.95534 0.39554 1.53751
145 9 9.04942 0.25090 0.49579
146 1 3.22547 0.04047 0.01094
146 2 3.92671 0.04993 0.03103
146 3 4.73933 0.06700 0.04071
146 4 5.47862 0.11775 0.09251
146 5 6.14167 0.11843 0.32594
146 6 6.50286 0.14765 0.08714
146 7 8.49210 0.14624 0.94569
146 8 8.95570 0.43659 1.41587
146 9 9.04189 0.24863 0.56186
147 1 3.22891 0.04017 0.01038
147 2 3.94041 0.04940 0.02220
147 3 4.73972 0.05765 0.04282
147 4 5.47970 0.11766 0.08816
147 5 6.13912 0.10664 0.38946
147 6 6.50496 0.16988 0.08301
147 7 8.49114 0.14675 0.84136
147 8 8.95594 0.48185 1.30472
147 9 9.03736 0.24810 0.83138
148 1 3.23005 0.04005 0.00985
148 2 3.94500 0.04960 0.02059
148 3 4.73984 0.05892 0.04530
148 4 5.48006 0.11771 0.08430
148 5 6.13822 0.10420 0.37009
148 6 6.50568 0.17722 0.08793
148 7 8.49084 0.14703 0.82289
148 8 8.95600 0.50438 1.20768
148 9 9.03586 0.24785 0.62776
149 1 0.13388 0.00070 0.00000
149 2 0.58881 0.00708 0.00002
149 3 0.93223 0.00538 0.00007
149 4 5.04608 0.14596 0.02305
149 5 5.10454 0.16602 0.02466
149 6 7.20689 0.13277 0.03135
149 7 8.61208 0.12504 0.56995
149 8 8.70004 0.13174 0.02903
149 9 10.60420 0.28555 0.07042
150 1 0.17718 0.00102 0.00000
150 2 0.68863 0.00940 0.00003
150 3 1.08772 0.00589 0.00011
150 4 5.05168 0.15320 0.02319
150 5 5.13011 0.15795 0.02576
150 6 7.19358 0.13250 0.03124
150 7 8.61385 0.12489 0.58600
150 8 8.71146 0.13341 0.03226
150 9 10.58882 0.30071 0.07092
151 1 0.22812 0.00148 0.00001
151 2 0.79093 0.00826 0.00004
151 3 1.24727 0.00778 0.00016
151 4 5.05831 0.17354 0.02304
151 5 5.15973 0.14245 0.02727
151 6 7.17793 0.13214 0.03063
151 7 8.61583 0.12454 0.60129
151 8 8.72363 0.13534 0.03653
151 9 10.57056 0.30063 0.07041
152 1 0.28629 0.00271 0.00001
152 2 0.89431 0.00950 0.00006
152 3 1.40870 0.01215 0.00024
152 4 5.06598 0.17150 0.02337
152 5 5.19297 0.14055 0.02881
152 6 7.16003 0.13079 0.03050
152 7 8.61798 0.12398 0.63780
152 8 8.73616 0.13770 0.04189
152 9 10.54961 0.30608 0.07127
153 1 0.35129 0.00220 0.00002
153 2 0.99790 0.01100 0.00008
153 3 1.57063 0.01893 0.00035
153 4 5.07459 0.15670 0.02368
153 5 5.22934 0.13149 0.03109
153 6 7.14004 0.13281 0.03037
153 7 8.62023 0.12330 0.66888
153 8 8.74860 0.14004 0.04848
153 9 10.52607 0.32582 0.07236
154 1 0.42267 0.00309 0.00003
154 2 1.10111 0.01202 0.00011
154 3 1.73207 0.02202 0.00048
154 4 5.08409 0.14909 0.02416
154 5 5.26837 0.12530 0.03368
154 6 7.11809 0.13131 0.03020
154 7 8.62251 0.12227 0.72582
154 8 8.76069 0.14298 0.05650
154 9 10.50002 0.33834 0.07361
155 1 0.49998 0.00487 0.00004
155 2 1.20351 0.01493 0.00015
155 3 1.89232 0.03085 0.00064
155 4 5.09440 0.14519 0.02464
155 5 5.30965 0.11764 0.03698
155 6 7.09432 0.13045 0.02997
155 7 8.62476 0.12097 0.78485
155 8 8.77223 0.14617 0.06621
155 9 10.47166 0.32446 0.07497
156 1 0.58278 0.00804 0.00005
156 2 1.30476 0.01828 0.00019
156 3 2.05082 0.04913 0.00085
156 4 5.10553 0.14034 0.02526
156 5 5.35267 0.11596 0.04118
156 6 7.06881 0.13019 0.02969
156 7 8.62692 0.15176 0.86857
156 8 8.78305 0.14966 0.07790
156 9 10.44105 0.33837 0.07641
157 1 0.67061 0.00835 0.00007
157 2 1.40459 0.01528 0.00024
157 3 2.20711 0.04289 0.00111
157 4 5.11731 0.13823 0.02583
157 5 5.39707 0.11415 0.04698
157 6 7.04174 0.12937 0.02935
157 7 8.62890 0.15004 0.99842
157 8 8.79312 0.15430 0.09465
157 9 10.40834 0.34355 0.07790
158 1 0.76300 0.01025 0.00009
158 2 1.50279 0.02013 0.00030
158 3 2.36080 0.04054 0.00144
158 4 5.12969 0.13648 0.02658
158 5 5.44240 0.11295 0.05741
158 6 7.01319 0.12908 0.02896
158 7 8.63067 0.12053 1.22106
158 8 8.80239 0.16029 0.11380
158 9 10.37366 0.33565 0.07943
159 1 0.85950 0.00966 0.00011
159 2 1.59917 0.02616 0.00037
159 3 2.51155 0.04586 0.00185
159 4 5.14261 0.13650 0.02725
159 5 5.48830 0.11274 0.06402
