# 8x8x1 supercell for harmonic, 6x6x1 supercell for cubic ifcs
# 100x100x1 k points for kappa
# cubic ifcs up to 8NN shell trained with ordinary least squares by 200 configurations.
# Temperature = 300 K
"k index (irred.)" "branch index" "f (THz)" "mfp (nm)" multiplicity "modal kappa (W/mK)"
72 6 6.75849 6.27305 12 0.00006
72 7 8.62791 0.05445 12 0.00000
72 8 8.85749 0.24445 12 0.00000
72 9 10.04383 3.71794 12 0.00005
73 1 1.71612 98.14390 12 0.00367
73 2 2.25839 41.68210 12 0.00103
73 3 3.57580 42.48830 12 0.00158
73 4 5.24916 2.60802 12 0.00001
73 5 5.83555 7.37785 12 0.00009
73 6 6.72482 6.23498 12 0.00006
73 7 8.62542 0.07451 12 0.00000
73 8 8.86330 0.23850 12 0.00000
73 9 9.99571 3.27465 12 0.00004
74 1 1.83157 168.82900 12 0.00632
74 2 2.33260 46.02340 12 0.00109
74 3 3.69009 37.89280 12 0.00134
74 4 5.26298 2.58373 12 0.00001
74 5 5.87446 7.19642 12 0.00008
74 6 6.69185 6.10065 12 0.00006
74 7 8.62233 0.09836 12 0.00000
74 8 8.86912 0.24260 12 0.00000
74 9 9.94663 3.02982 12 0.00004
75 1 1.94716 212.78400 12 0.00795
75 2 2.40373 42.66810 12 0.00096
75 3 3.79891 31.31950 12 0.00105
75 4 5.27659 2.55622 12 0.00001
75 5 5.91155 6.87804 12 0.00008
75 6 6.65983 5.82779 12 0.00006
75 7 8.61861 0.12595 12 0.00000
75 8 8.87497 0.25009 12 0.00000
75 9 9.89678 3.16349 12 0.00004
76 1 2.06255 189.69300 12 0.00706
76 2 2.47173 38.59820 12 0.00083
76 3 3.90210 32.22470 12 0.00102
76 4 5.28999 2.51516 12 0.00001
76 5 5.94671 4.95685 12 0.00005
76 6 6.62913 5.63796 12 0.00005
76 7 8.61433 0.15819 12 0.00000
76 8 8.88090 0.26183 12 0.00000
76 9 9.84626 3.21495 12 0.00004
77 1 2.17744 136.46900 12 0.00505
77 2 2.53653 35.75520 12 0.00073
77 3 3.99941 30.50390 12 0.00091
77 4 5.30309 2.45741 12 0.00001
77 5 5.97981 6.97933 12 0.00007
77 6 6.60002 5.43661 12 0.00005
77 7 8.60947 0.19223 12 0.00000
77 8 8.88684 0.27261 12 0.00000
77 9 9.79530 3.86232 12 0.00005
78 1 2.29152 85.96550 12 0.00315
78 2 2.59810 31.26450 12 0.00061
78 3 4.09067 25.85360 12 0.00072
78 4 5.31589 2.38907 12 0.00001
78 5 6.01072 6.47133 12 0.00006
78 6 6.57286 5.04628 12 0.00004
78 7 8.60407 0.31204 12 0.00000
78 8 8.89277 0.28020 12 0.00000
78 9 9.74412 3.96307 12 0.00005
79 1 2.40451 54.56050 12 0.00198
79 2 2.65642 21.35040 12 0.00039
79 3 4.17572 20.73420 12 0.00053
79 4 5.32836 2.32007 12 0.00001
79 5 6.03938 4.12218 12 0.00003
79 6 6.54789 4.56701 12 0.00003
79 7 8.59823 0.35175 12 0.00000
79 8 8.89865 0.28317 12 0.00000
79 9 9.69292 4.08153 12 0.00006
80 1 2.51610 40.33320 12 0.00144
80 2 2.71148 20.11440 12 0.00035
80 3 4.25438 19.77930 12 0.00047
80 4 5.34047 2.24132 12 0.00001
80 5 6.06561 3.46362 12 0.00003
80 6 6.52540 4.02651 12 0.00003
80 7 8.59193 0.38770 12 0.00000
80 8 8.90441 0.28003 12 0.00000
80 9 9.64196 4.06045 12 0.00006
81 1 2.62603 46.40310 12 0.00163
81 2 2.76329 21.89890 12 0.00036
81 3 4.32654 17.71690 12 0.00038
81 4 5.35222 2.16032 12 0.00001
81 5 6.08938 3.14377 12 0.00002
81 6 6.50562 2.80348 12 0.00002
81 7 8.58528 0.41484 12 0.00000
81 8 8.91001 0.27055 12 0.00000
81 9 9.59150 3.94953 12 0.00005
82 1 2.73401 28.25340 12 0.00097
82 2 2.81189 20.76810 12 0.00032
82 3 4.39211 15.82060 12 0.00031
82 4 5.36356 2.07096 12 0.00001
82 5 6.11058 2.28849 12 0.00001
82 6 6.48874 2.25018 12 0.00001
82 7 8.57838 0.43995 12 0.00000
82 8 8.91538 0.26143 12 0.00000
82 9 9.54182 3.80239 12 0.00005
83 1 2.83975 20.22850 12 0.00068
83 2 2.85734 20.30580 12 0.00029
83 3 4.45105 14.09010 12 0.00025
83 4 5.37447 1.97438 12 0.00001
83 5 6.12911 1.54559 12 0.00001
83 6 6.47489 1.68903 12 0.00001
83 7 8.57128 0.45797 12 0.00000
83 8 8.92047 0.24403 12 0.00000
83 9 9.49320 3.48782 12 0.00005
84 1 2.89969 15.38410 12 0.00020
84 2 2.94295 21.06800 12 0.00069
84 3 4.50345 12.62240 12 0.00019
84 4 5.38496 1.87892 12 0.00001
84 5 6.14494 1.20886 12 0.00001
84 6 6.46407 1.18275 12 0.00000
84 7 8.56405 0.46336 12 0.00000
84 8 8.92521 0.22105 12 0.00000
84 9 9.44595 3.17364 12 0.00004
85 1 2.93903 16.15900 12 0.00020
85 2 3.04334 21.49780 12 0.00068
85 3 4.54944 11.29130 12 0.00015
85 4 5.39495 1.77520 12 0.00001
85 5 6.15801 1.12363 12 0.00000
85 6 6.45630 0.72166 12 0.00000
85 7 8.55683 0.45246 12 0.00000
85 8 8.92962 0.19641 12 0.00000
85 9 9.40032 3.00234 12 0.00004
86 1 2.97545 16.28380 12 0.00019
86 2 3.14057 23.53380 12 0.00072
86 3 4.58919 12.31890 12 0.00014
86 4 5.40448 1.67178 12 0.00000
86 5 6.16829 0.90223 12 0.00000
86 6 6.45144 0.34293 12 0.00000
86 7 8.54966 0.43072 12 0.00000
86 8 8.93364 0.17174 12 0.00000
86 9 9.35664 2.79855 12 0.00003
87 1 3.00905 15.80640 12 0.00017
87 2 3.23434 24.39950 12 0.00072
87 3 4.62307 9.69509 12 0.00009
87 4 5.41350 1.56223 12 0.00000
87 5 6.17587 0.64706 12 0.00000
87 6 6.44929 0.11915 12 0.00000
87 7 8.54265 0.42723 12 0.00000
87 8 8.93723 0.14481 12 0.00000
87 9 9.31512 2.70912 12 0.00003
88 1 3.03993 15.18950 12 0.00015
88 2 3.32428 27.20820 12 0.00076
88 3 4.65143 8.05039 12 0.00007
88 4 5.42196 1.45762 12 0.00000
88 5 6.18085 0.38999 12 0.00000
88 6 6.44959 0.13320 12 0.00000
88 7 8.53584 0.40792 12 0.00000
88 8 8.94044 0.11885 12 0.00000
88 9 9.27603 2.52769 12 0.00003
89 1 3.06814 14.49480 12 0.00013
89 2 3.41002 27.39690 12 0.00073
89 3 4.67472 6.39085 12 0.00004
89 4 5.42987 1.33485 12 0.00000
89 5 6.18328 0.11468 12 0.00000
89 6 6.45198 0.36594 12 0.00000
89 7 8.52937 0.37082 12 0.00000
89 8 8.94326 0.09585 12 0.00000
89 9 9.23951 2.26175 12 0.00002
90 1 3.09383 13.80120 12 0.00011
90 2 3.49114 25.40060 12 0.00064
90 3 4.69349 5.21742 12 0.00003
90 4 5.43722 1.21643 12 0.00000
90 5 6.18343 0.10206 12 0.00000
90 6 6.45612 0.51486 12 0.00000
90 7 8.52325 0.32861 12 0.00000
90 8 8.94569 0.07553 12 0.00000
90 9 9.20582 2.04574 12 0.00002
91 1 3.11703 13.03110 12 0.00010
91 2 3.56723 27.51920 12 0.00064
91 3 4.70824 3.77323 12 0.00002
91 4 5.44396 1.09200 12 0.00000
91 5 6.18154 0.29013 12 0.00000
91 6 6.46158 0.69459 12 0.00000
91 7 8.51752 0.28341 12 0.00000
91 8 8.94779 0.05818 12 0.00000
91 9 9.17506 1.79289 12 0.00001
92 1 3.13784 12.14370 12 0.00008
92 2 3.63780 24.04730 12 0.00052
92 3 4.71957 2.75571 12 0.00001
92 4 5.45011 0.92242 12 0.00000
92 5 6.17794 0.42811 12 0.00000
92 6 6.46790 0.81196 12 0.00000
92 7 8.51228 0.23771 12 0.00000
92 8 8.94952 0.04375 12 0.00000
92 9 9.14733 1.53576 12 0.00001
93 1 3.15627 11.14030 12 0.00007
93 2 3.70238 19.68190 12 0.00038
93 3 4.72803 1.99430 12 0.00001
93 4 5.45559 0.88561 12 0.00000
93 5 6.17300 0.51922 12 0.00000
93 6 6.47471 0.86765 12 0.00000
93 7 8.50757 0.19222 12 0.00000
93 8 8.95099 0.03283 12 0.00000
93 9 9.12265 1.27219 12 0.00001
94 1 3.17237 10.00330 12 0.00005
94 2 3.76042 15.53270 12 0.00027
94 3 4.73411 1.32658 12 0.00000
94 4 5.46045 0.81824 12 0.00000
94 5 6.16718 0.55947 12 0.00000
94 6 6.48157 0.87189 12 0.00000
94 7 8.50337 0.14907 12 0.00000
94 8 8.95219 0.02418 12 0.00000
94 9 9.10113 1.03629 12 0.00001
95 1 3.18619 8.83322 12 0.00004
95 2 3.81144 11.79450 12 0.00018
95 3 4.73834 1.20548 12 0.00000
95 4 5.46462 0.73951 12 0.00000
95 5 6.16094 0.55002 12 0.00000
95 6 6.48817 0.82605 12 0.00000
95 7 8.49975 0.10887 12 0.00000
95 8 8.95315 0.01793 12 0.00000
95 9 9.08275 0.81805 12 0.00000
96 1 3.19768 7.64796 12 0.00003
96 2 3.85494 8.29821 12 0.00010
96 3 4.74116 1.05826 12 0.00000
96 4 5.46812 0.65385 12 0.00000
96 5 6.15477 0.49454 12 0.00000
96 6 6.49416 0.73310 12 0.00000
96 7 8.49669 0.07008 12 0.00000
96 8 8.95390 0.01337 12 0.00000
96 9 9.06749 0.61538 12 0.00000
97 1 3.20691 6.49590 12 0.00002
97 2 3.89044 5.47831 12 0.00005
97 3 4.74296 1.06520 12 0.00000
97 4 5.47094 0.57368 12 0.00000
97 5 6.14913 0.39905 12 0.00000
97 6 6.49929 0.60603 12 0.00000
97 7 8.49423 0.04357 12 0.00000
97 8 8.95447 0.01019 12 0.00000
97 9 9.05532 0.43858 12 0.00000
98 1 3.21384 5.07019 12 0.00001
98 2 3.91745 3.31064 12 0.00002
98 3 4.74401 1.01368 12 0.00000
98 4 5.47304 0.49413 12 0.00000
98 5 6.14449 0.26783 12 0.00000
98 6 6.50334 0.45484 12 0.00000
98 7 8.49237 0.03872 12 0.00000
98 8 8.95489 0.00735 12 0.00000
98 9 9.04624 0.28076 12 0.00000
99 1 3.21845 4.06674 12 0.00001
99 2 3.93568 5.29261 12 0.00002
99 3 4.74458 0.96867 12 0.00000
99 4 5.47445 0.44371 12 0.00000
99 5 6.14116 0.16740 12 0.00000
99 6 6.50613 0.30185 12 0.00000
99 7 8.49114 0.02429 12 0.00000
99 8 8.95513 0.00558 12 0.00000
99 9 9.04021 0.15222 12 0.00000
100 1 3.22076 3.90555 12 0.00001
100 2 3.94488 0.89933 12 0.00000
100 3 4.74485 0.85387 12 0.00000
100 4 5.47517 0.48095 12 0.00000
100 5 6.13942 0.05375 12 0.00000
100 6 6.50753 0.16704 12 0.00000
100 7 8.49051 0.01063 12 0.00000
100 8 8.95528 0.00716 12 0.00000
100 9 9.03721 0.01926 12 0.00000
101 1 0.06696 3154.74000 6 0.03239
101 2 0.39276 745.31700 6 0.02756
101 3 0.62476 1026.92000 6 0.05984
101 4 5.03759 0.70531 6 0.00000
101 5 5.06448 3.28659 6 0.00002
101 6 7.22740 1.69859 6 0.00000
101 7 8.60932 0.06147 6 0.00000
101 8 8.68022 2.38124 6 0.00001
101 9 10.62767 0.89181 6 0.00000
102 1 0.09856 2377.81000 12 0.03008
102 2 0.49382 528.94700 12 0.01951
102 3 0.78438 849.62900 12 0.04916
102 4 5.04155 0.86292 12 0.00000
102 5 5.08346 3.90257 12 0.00003
102 6 7.21774 2.10024 12 0.00001
102 7 8.61061 0.07394 12 0.00000
102 8 8.68993 2.77432 12 0.00001
102 9 10.61667 1.10006 12 0.00000
103 1 0.13829 1765.16000 12 0.02661
103 2 0.59843 430.05000 12 0.01577
103 3 0.94973 873.64700 12 0.05013
103 4 5.04662 0.99448 12 0.00000
103 5 5.10717 4.02307 12 0.00003
103 6 7.20557 2.51135 12 0.00001
103 7 8.61220 0.08395 12 0.00000
103 8 8.70133 3.04241 12 0.00001
103 9 10.60267 1.30442 12 0.00001
104 1 0.18586 1371.02000 12 0.02394
104 2 0.70452 310.08300 12 0.01129
104 3 1.11749 724.10000 12 0.04115
104 4 5.05273 1.10719 12 0.00000
104 5 5.13517 4.93717 12 0.00005
104 6 7.19097 2.88891 12 0.00001
104 7 8.61403 0.09030 12 0.00000
104 8 8.71374 3.17602 12 0.00002
104 9 10.58576 1.45780 12 0.00001
105 1 0.24089 886.95200 12 0.01752
105 2 0.81098 363.74700 12 0.01311
105 3 1.28588 500.78700 12 0.02815
105 4 5.05984 1.08717 12 0.00000
105 5 5.16707 5.59589 12 0.00006
105 6 7.17406 3.24401 12 0.00002
105 7 8.61604 0.09310 12 0.00000
105 8 8.72672 3.17308 12 0.00002
105 9 10.56607 1.65430 12 0.00001
106 1 0.30298 670.70300 12 0.01471
106 2 0.91718 316.22800 12 0.01127
106 3 1.45385 326.78700 12 0.01813
106 4 5.06796 1.33173 12 0.00000
106 5 5.20236 6.44462 12 0.00008
106 6 7.15503 3.60084 12 0.00002
106 7 8.61816 0.09094 12 0.00000
106 8 8.73979 3.05098 12 0.00002
106 9 10.54370 1.80657 12 0.00001
107 1 0.37170 894.15000 12 0.02143
107 2 1.02265 294.72700 12 0.01036
107 3 1.62066 226.20800 12 0.01237
107 4 5.07699 1.53169 12 0.00000
107 5 5.24058 7.13397 12 0.00009
107 6 7.13395 3.89090 12 0.00003
107 7 8.62038 0.08735 12 0.00000
107 8 8.75262 2.83048 12 0.00002
107 9 10.51879 1.80541 12 0.00001
108 1 0.44659 665.27300 12 0.01720
108 2 1.12709 242.25600 12 0.00839
108 3 1.78578 184.10800 12 0.00991
108 4 5.08685 1.72496 12 0.00001
108 5 5.28123 7.62837 12 0.00010
108 6 7.11099 4.19663 12 0.00003
108 7 8.62260 0.07980 12 0.00000
108 8 8.76491 2.53869 12 0.00001
108 9 10.49148 2.00236 12 0.00002
109 1 0.52722 388.74800 12 0.01073
109 2 1.23022 192.37800 12 0.00656
109 3 1.94877 123.01500 12 0.00650
109 4 5.09752 1.90690 12 0.00001
109 5 5.32389 7.94737 12 0.00011
109 6 7.08625 4.49263 12 0.00003
109 7 8.62476 0.07128 12 0.00000
109 8 8.77651 2.18476 12 0.00001
109 9 10.46186 2.10302 12 0.00002
110 1 0.61310 278.84800 12 0.00814
110 2 1.33184 185.71500 12 0.00622
110 3 2.10928 113.97500 12 0.00591
110 4 5.10891 2.04787 12 0.00001
110 5 5.36814 8.18456 12 0.00011
110 6 7.05990 4.78257 12 0.00004
110 7 8.62680 0.06166 12 0.00000
110 8 8.78734 1.82216 12 0.00001
110 9 10.43008 2.26372 12 0.00002
111 1 0.70379 307.89800 12 0.00943
111 2 1.43176 189.31500 12 0.00622
111 3 2.26698 102.62300 12 0.00520
111 4 5.12093 2.18341 12 0.00001
111 5 5.41350 8.03815 12 0.00011
111 6 7.03199 5.04670 12 0.00004
111 7 8.62863 0.05131 12 0.00000
111 8 8.79732 1.47330 12 0.00001
111 9 10.39629 2.43938 12 0.00002
112 1 0.79883 249.51200 12 0.00796
112 2 1.52981 129.34800 12 0.00416
112 3 2.42159 88.23560 12 0.00437
112 4 5.13353 2.26939 12 0.00001
112 5 5.45961 7.40339 12 0.00011
112 6 7.00273 5.30432 12 0.00005
112 7 8.63019 0.04036 12 0.00000
112 8 8.80646 1.14120 12 0.00000
112 9 10.36056 2.59876 12 0.00003
113 1 0.89776 246.38500 12 0.00814
113 2 1.62585 102.80200 12 0.00323
113 3 2.57285 101.26200 12 0.00489
113 4 5.14660 2.34559 12 0.00001
113 5 5.50611 7.91794 12 0.00011
113 6 6.97224 5.52738 12 0.00005
113 7 8.63147 0.02832 12 0.00000
113 8 8.81483 0.85204 12 0.00000
113 9 10.32299 2.84370 12 0.00003
114 1 1.00013 200.36200 12 0.00682
114 2 1.71974 87.55600 12 0.00269
114 3 2.72051 108.78500 12 0.00511
114 4 5.16006 2.36794 12 0.00001
114 5 5.55264 8.41694 12 0.00012
114 6 6.94065 5.73804 12 0.00005
114 7 8.63237 0.02840 12 0.00000
114 8 8.82247 0.63493 12 0.00000
114 9 10.28372 3.04835 12 0.00003
115 1 1.10552 172.88700 12 0.00603
115 2 1.81135 83.51590 12 0.00250
115 3 2.86433 80.43590 12 0.00367
115 4 5.17379 2.45088 12 0.00001
115 5 5.59886 8.54331 12 0.00012
115 6 6.90815 5.87023 12 0.00006
115 7 8.63285 0.03036 12 0.00000
115 8 8.82955 0.53027 12 0.00000
115 9 10.24283 3.26599 12 0.00004
116 1 1.21350 169.68800 12 0.00604
116 2 1.90055 74.19060 12 0.00216
116 3 3.00410 68.50520 12 0.00302
116 4 5.18776 2.47184 12 0.00001
116 5 5.64455 8.49721 12 0.00012
116 6 6.87493 5.85239 12 0.00006
116 7 8.63288 0.03282 12 0.00000
116 8 8.83614 0.41638 12 0.00000
116 9 10.20041 3.46868 12 0.00004
117 1 1.32364 164.24000 12 0.00594
117 2 1.98723 56.67820 12 0.00160
117 3 3.13958 59.90230 12 0.00255
117 4 5.20188 2.54982 12 0.00001
117 5 5.68940 8.30226 12 0.00011
117 6 6.84117 6.05920 12 0.00006
117 7 8.63240 0.03058 12 0.00000
117 8 8.84241 0.33850 12 0.00000
117 9 10.15655 3.30847 12 0.00004
118 1 1.43556 138.45700 12 0.00508
118 2 2.07128 48.52320 12 0.00133
118 3 3.27059 54.60910 12 0.00224
118 4 5.21606 2.64143 12 0.00001
118 5 5.73323 7.90861 12 0.00010
118 6 6.80715 6.18111 12 0.00006
118 7 8.63138 0.03290 12 0.00000
118 8 8.84840 0.28735 12 0.00000
118 9 10.11137 3.65056 12 0.00004
119 1 1.54885 117.72800 12 0.00436
119 2 2.15258 37.71300 12 0.00100
119 3 3.39692 48.80790 12 0.00193
119 4 5.23021 2.66478 12 0.00001
119 5 5.77580 7.54499 12 0.00010
119 6 6.77306 6.29307 12 0.00006
119 7 8.62980 0.05118 12 0.00000
119 8 8.85425 0.25933 12 0.00000
119 9 10.06493 3.71702 12 0.00005
120 1 1.66316 93.44000 12 0.00348
120 2 2.23105 42.79510 12 0.00109
120 3 3.51833 41.24030 12 0.00156
120 4 5.24433 2.67778 12 0.00001
120 5 5.81696 7.37025 12 0.00009
120 6 6.73924 6.29255 12 0.00006
120 7 8.62761 0.07013 12 0.00000
120 8 8.86007 0.24704 12 0.00000
120 9 10.01739 3.25249 12 0.00004
121 1 1.77812 103.56100 12 0.00387
121 2 2.30659 47.11590 12 0.00115
121 3 3.63465 41.08260 12 0.00148
121 4 5.25833 2.66428 12 0.00001
121 5 5.85654 7.27744 12 0.00009
121 6 6.70594 6.20148 12 0.00006
121 7 8.62485 0.09094 12 0.00000
121 8 8.86588 0.24652 12 0.00000
121 9 9.96882 2.87269 12 0.00004
122 1 1.89338 187.84900 12 0.00702
122 2 2.37910 44.60400 12 0.00105
122 3 3.74567 34.36810 12 0.00118
122 4 5.27212 2.64827 12 0.00001
122 5 5.89437 7.03059 12 0.00008
122 6 6.67347 6.00377 12 0.00006
122 7 8.62146 0.11622 12 0.00000
122 8 8.87173 0.25089 12 0.00000
122 9 9.91938 3.08650 12 0.00004
123 1 2.00862 209.26900 12 0.00779
123 2 2.44853 37.09070 12 0.00083
123 3 3.85116 31.97120 12 0.00104
123 4 5.28573 2.61544 12 0.00001
123 5 5.93034 6.55732 12 0.00007
123 6 6.64211 5.55536 12 0.00005
123 7 8.61747 0.14390 12 0.00000
123 8 8.87763 0.26123 12 0.00000
123 9 9.86923 3.05477 12 0.00004
124 1 2.12351 178.32200 12 0.00661
124 2 2.51480 37.99770 12 0.00081
124 3 3.95090 31.93940 12 0.00097
124 4 5.29907 2.57230 12 0.00001
124 5 5.96431 7.21439 12 0.00007
124 6 6.61225 5.57680 12 0.00005
124 7 8.61289 0.17715 12 0.00000
124 8 8.88357 0.27200 12 0.00000
124 9 9.81853 3.72160 12 0.00005
125 1 2.23776 105.08400 12 0.00386
125 2 2.57787 33.85040 12 0.00069
125 3 4.04474 29.65570 12 0.00085
125 4 5.31214 2.51863 12 0.00001
125 5 5.99621 6.69890 12 0.00006
125 6 6.58416 5.24755 12 0.00004
125 7 8.60779 0.21247 12 0.00000
125 8 8.88954 0.28074 12 0.00000
125 9 9.76748 3.92534 12 0.00005
126 1 2.35105 64.70020 12 0.00235
126 2 2.63770 21.90940 12 0.00042
126 3 4.13249 23.59600 12 0.00063
126 4 5.32488 2.45933 12 0.00001
126 5 6.02586 4.79343 12 0.00004
126 6 6.55814 4.81703 12 0.00004
126 7 8.60215 0.33582 12 0.00000
126 8 8.89547 0.28556 12 0.00000
126 9 9.71633 3.99877 12 0.00005
127 1 2.46311 44.78890 12 0.00161
127 2 2.69429 23.20090 12 0.00043
127 3 4.21391 20.33220 12 0.00050
127 4 5.33730 2.39212 12 0.00001
127 5 6.05317 3.46056 12 0.00003
127 6 6.53449 4.31035 12 0.00003
127 7 8.59607 0.37392 12 0.00000
127 8 8.90132 0.28534 12 0.00000
127 9 9.66528 4.06072 12 0.00006
128 1 2.57364 45.47120 12 0.00161
128 2 2.74763 23.10580 12 0.00040
128 3 4.28895 18.68370 12 0.00042
128 4 5.34932 2.32002 12 0.00001
128 5 6.07808 3.20823 12 0.00002
128 6 6.51341 3.74433 12 0.00002
128 7 8.58959 0.40698 12 0.00000
128 8 8.90701 0.27635 12 0.00000
128 9 9.61461 4.02716 12 0.00005
129 1 2.68238 38.82000 12 0.00134
129 2 2.79775 22.20350 12 0.00036
129 3 4.35742 17.17020 12 0.00035
129 4 5.36098 2.24777 12 0.00001
129 5 6.10045 2.64187 12 0.00002
129 6 6.49515 2.52139 12 0.00001
129 7 8.58282 0.42990 12 0.00000
129 8 8.91253 0.27027 12 0.00000
129 9 9.56458 3.88125 12 0.00005
130 1 2.78902 26.69100 12 0.00090
130 2 2.84469 22.16170 12 0.00034
130 3 4.41936 15.27920 12 0.00028
130 4 5.37222 2.16675 12 0.00001
130 5 6.12020 1.91223 12 0.00001
130 6 6.47983 1.96022 12 0.00001
130 7 8.57577 0.45026 12 0.00000
130 8 8.91781 0.25567 12 0.00000
130 9 9.51547 3.70710 12 0.00005
131 1 2.88852 18.34910 12 0.00026
131 2 2.89329 19.14060 12 0.00063
131 3 4.47470 12.47030 12 0.00020
131 4 5.38301 2.08839 12 0.00001
131 5 6.13726 1.07813 12 0.00001
131 6 6.46754 1.43403 12 0.00000
131 7 8.56858 0.46427 12 0.00000
131 8 8.92275 0.23474 12 0.00000
131 9 9.46757 3.37879 12 0.00004
132 1 2.92929 15.71190 12 0.00021
132 2 2.99488 16.17000 12 0.00052
132 3 4.52357 12.02790 12 0.00017
132 4 5.39336 2.00187 12 0.00001
132 5 6.15162 1.18910 12 0.00000
132 6 6.45831 0.94848 12 0.00000
132 7 8.56132 0.46510 12 0.00000
132 8 8.92740 0.21071 12 0.00000
132 9 9.42119 3.11452 12 0.00004
133 1 2.96710 17.24030 12 0.00022
133 2 3.09350 23.01740 12 0.00071
133 3 4.56617 10.54530 12 0.00013
133 4 5.40325 1.91355 12 0.00001
133 5 6.16322 1.01584 12 0.00000
133 6 6.45204 0.53661 12 0.00000
133 7 8.55410 0.46749 12 0.00000
133 8 8.93163 0.18720 12 0.00000
133 9 9.37658 2.89303 12 0.00003
134 1 3.00206 17.00720 12 0.00020
134 2 3.18883 23.74040 12 0.00071
134 3 4.60271 11.66580 12 0.00013
134 4 5.41263 1.81987 12 0.00001
134 5 6.17207 0.76727 12 0.00000
134 6 6.44860 0.27388 12 0.00000
134 7 8.54696 0.45213 12 0.00000
134 8 8.93549 0.15995 12 0.00000
134 9 9.33401 2.75076 12 0.00003
135 1 3.03423 16.55190 12 0.00018
135 2 3.28051 26.38370 12 0.00076
135 3 4.63359 9.06103 12 0.00008
135 4 5.42148 1.72629 12 0.00001
135 5 6.17824 0.51134 12 0.00000
135 6 6.44770 0.23201 12 0.00000
135 7 8.54004 0.42415 12 0.00000
135 8 8.93897 0.13339 12 0.00000
135 9 9.29375 2.61991 12 0.00003
136 1 3.06370 16.04150 12 0.00016
136 2 3.36820 27.53250 12 0.00075
136 3 4.65919 7.52374 12 0.00006
136 4 5.42981 1.62724 12 0.00000
136 5 6.18184 0.24688 12 0.00000
136 6 6.44908 0.31275 12 0.00000
136 7 8.53335 0.39788 12 0.00000
136 8 8.94203 0.10852 12 0.00000
136 9 9.25600 2.40141 12 0.00002
137 1 3.09062 15.52740 12 0.00015
137 2 3.45148 26.93610 12 0.00069
137 3 4.68003 6.20522 12 0.00004
137 4 5.43755 1.52684 12 0.00000
137 5 6.18304 0.09770 12 0.00000
137 6 6.45234 0.47447 12 0.00000
137 7 8.52700 0.35787 12 0.00000
137 8 8.94473 0.08724 12 0.00000
137 9 9.22099 2.15576 12 0.00002
138 1 3.11499 14.95660 12 0.00013
138 2 3.52994 28.69320 12 0.00069
138 3 4.69661 4.87970 12 0.00002
138 4 5.44471 1.42585 12 0.00000
138 5 6.18208 0.20560 12 0.00000
138 6 6.45714 0.63983 12 0.00000
138 7 8.52103 0.31381 12 0.00000
138 8 8.94704 0.06856 12 0.00000
138 9 9.18879 1.91396 12 0.00002
139 1 3.13697 14.27990 12 0.00011
139 2 3.60315 25.81100 12 0.00058
139 3 4.70950 3.66267 12 0.00002
139 4 5.45125 1.29452 12 0.00000
139 5 6.17923 0.38191 12 0.00000
139 6 6.46302 0.78307 12 0.00000
139 7 8.51551 0.26816 12 0.00000
139 8 8.94901 0.05303 12 0.00000
139 9 9.15959 1.65838 12 0.00001
140 1 3.15654 13.53950 12 0.00010
140 2 3.67060 21.99370 12 0.00045
140 3 4.71924 2.94164 12 0.00001
140 4 5.45718 1.19349 12 0.00000
140 5 6.17486 0.49720 12 0.00000
140 6 6.46955 0.87385 12 0.00000
140 7 8.51048 0.22195 12 0.00000
140 8 8.95069 0.04108 12 0.00000
140 9 9.13345 1.39679 12 0.00001
141 1 3.17378 12.71490 12 0.00009
141 2 3.73182 17.49630 12 0.00032
141 3 4.72641 2.37293 12 0.00001
141 4 5.46246 1.17723 12 0.00000
141 5 6.16937 0.56139 12 0.00000
141 6 6.47639 0.90665 12 0.00000
141 7 8.50595 0.17760 12 0.00000
141 8 8.95207 0.03204 12 0.00000
141 9 9.11039 1.15046 12 0.00001
142 1 3.18868 11.72050 12 0.00007
142 2 3.78626 13.14190 12 0.00021
142 3 4.73147 2.04105 12 0.00001
142 4 5.46708 1.12098 12 0.00000
142 5 6.16322 0.57619 12 0.00000
142 6 6.48310 0.89352 12 0.00000
142 7 8.50199 0.13504 12 0.00000
142 8 8.95321 0.02500 12 0.00000
142 9 9.09049 0.91975 12 0.00000
143 1 3.20133 9.94678 12 0.00006
143 2 3.83348 10.10500 12 0.00014
143 3 4.73492 2.10310 12 0.00001
143 4 5.47100 1.03073 12 0.00000
143 5 6.15693 0.53700 12 0.00000
143 6 6.48937 0.83427 12 0.00000
143 7 8.49864 0.09590 12 0.00000
143 8 8.95411 0.01978 12 0.00000
143 9 9.07370 0.71076 12 0.00000
144 1 3.21165 9.09984 12 0.00005
144 2 3.87290 6.97428 12 0.00008
144 3 4.73717 2.15626 12 0.00001
144 4 5.47424 0.87681 12 0.00000
144 5 6.15093 0.46059 12 0.00000
144 6 6.49491 0.73892 12 0.00000
144 7 8.49585 0.05824 12 0.00000
144 8 8.95483 0.01523 12 0.00000
144 9 9.06003 0.52133 12 0.00000
145 1 3.21971 8.10221 12 0.00004
145 2 3.90411 4.71736 12 0.00004
145 3 4.73855 2.16861 12 0.00001
145 4 5.47679 0.99584 12 0.00000
145 5 6.14572 0.34784 12 0.00000
145 6 6.49947 0.62083 12 0.00000
145 7 8.49366 0.04361 12 0.00000
